av_intensity,stdev_intensity,av_distance,stdev_distance
0.5195094988184767,0.2628968937432508,0.020533333333333334,0.02287752067818872
0.5699199297893797,0.2892623155523736,0.08395,0.013743465979979618
0.516865706611867,0.27774499501588973,0.13144444444444445,0.013929385405601269
0.49614698169809096,0.3000369342170114,0.18244444444444444,0.013902437835781812
0.38886215326416407,0.30564698709207433,0.2354,0.015557777619070292
0.27123062814045373,0.2661825466124847,0.2881111111111111,0.01273228616985618
0.24009058553148752,0.18256614176114971,0.3397777777777778,0.01265679439844245
0.1609922561469072,0.13592635492851154,0.38966666666666666,0.013693063937629152
0.12590426562697737,0.08488735216168806,0.4441,0.017463931083490015
0.09481314405598601,0.05953313989938453,0.4987,0.018330605857720898
0.08356620498969156,0.061449715264325896,0.555,0.017499206331208883
0.0676405321110232,0.07803040186660397,0.6101,0.015652120907049285
0.11547201007717552,0.08219705288608786,0.662,0.008485281374238578
0.1710316147296474,0.08435759627592637,0.712,0.01430617582258328
0.2860646581536243,0.19622398893365564,0.762875,0.009862446813182687
0.4449218956716107,0.3380955698067891,0.8140000000000001,0.016713268182295533
0.6288825792253142,0.28953514961834287,0.866,0.016194134740701662
0.7498559395593833,0.17102472803099034,0.9202,0.018407727845783775
0.7092896508514516,0.31985041175889395,0.9871578947368421,0.018322006070099123
