
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	1625	 60	1	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	1674.51	 60	1	0.0894	1	0.0438	Line Profile Sample
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	1662.88	 60	1	0.179	2	0.0875	Line Profile Sample
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	1621.44	 60	1	0.268	3	0.131	Line Profile Sample
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	1609.38	 60	1	0.357	4	0.175	Line Profile Sample
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	1598.79	 60	1	0.447	5	0.219	Line Profile Sample
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	1606.49	 60	1	0.536	6	0.263	Line Profile Sample
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	1635.26	 60	1	0.626	7	0.306	Line Profile Sample
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	1647.45	 60	1	0.715	8	0.35	Line Profile Sample
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	1638.72	 60	1	0.804	9	0.394	Line Profile Sample
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	1645.37	 60	1	0.894	10	0.438	Line Profile Sample
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	1619.22	 60	1	0.983	11	0.481	Line Profile Sample
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	1609.14	 60	1	1.07	12	0.525	Line Profile Sample
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	1587.96	 60	1	1.16	13	0.569	Line Profile Sample
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	1604.4	 60	1	1.25	14	0.613	Line Profile Sample
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	1639.26	 60	1	1.34	15	0.657	Line Profile Sample
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	1678.04	 60	1	1.43	16	0.7	Line Profile Sample
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	1687.57	 60	1	1.52	17	0.744	Line Profile Sample
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	1640.44	 60	1	1.61	18	0.788	Line Profile Sample
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	1620.07	 60	1	1.7	19	0.832	Line Profile Sample
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	1631.64	 60	1	1.79	20	0.875	Line Profile Sample
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	1613.53	 60	1	1.88	21	0.919	Line Profile Sample
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	1565.99	 60	1	1.97	22	0.963	Line Profile Sample
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	1495	 60	1	2.04	22.85	1	Line Profile Sample
