
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1720	34	0	0	0
Line Profile Sample 2 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1979.54	34	0.0894	1	0.0485
Line Profile Sample 3 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	2270.58	34	0.179	2	0.097
Line Profile Sample 4 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	2435.86	34	0.268	3	0.146
Line Profile Sample 5 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	2418.97	34	0.357	4	0.194
Line Profile Sample 6 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	2289.5	34	0.447	5	0.243
Line Profile Sample 7 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	2171.22	34	0.536	6	0.291
Line Profile Sample 8 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	2060.88	34	0.626	7	0.34
Line Profile Sample 9 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1903.91	34	0.715	8	0.388
Line Profile Sample 10 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1757.45	34	0.804	9	0.437
Line Profile Sample 11 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1691.5	34	0.894	10	0.485
Line Profile Sample 12 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1678.65	34	0.983	11	0.534
Line Profile Sample 13 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1704.54	34	1.07	12	0.582
Line Profile Sample 14 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1702.43	34	1.16	13	0.631
Line Profile Sample 15 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1721.15	34	1.25	14	0.679
Line Profile Sample 16 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1754.32	34	1.34	15	0.728
Line Profile Sample 17 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1751.61	34	1.43	16	0.776
Line Profile Sample 18 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1660.04	34	1.52	17	0.825
Line Profile Sample 19 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1504.1	34	1.61	18	0.873
Line Profile Sample 20 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1367.44	34	1.7	19	0.922
Line Profile Sample 21 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1270.05	34	1.79	20	0.97
Line Profile Sample 22 for Lines 34	Lines 34 Profile Sample	Line Profile Sample	 15	1214	34	1.84	20.62	1
