
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	996	41	0	0	0
Line Profile Sample 2 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1076.9	41	0.0894	1	0.039
Line Profile Sample 3 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1182.03	41	0.179	2	0.0781
Line Profile Sample 4 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1304.99	41	0.268	3	0.117
Line Profile Sample 5 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1420.95	41	0.357	4	0.156
Line Profile Sample 6 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1526.14	41	0.447	5	0.195
Line Profile Sample 7 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1579.4	41	0.536	6	0.234
Line Profile Sample 8 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1609.61	41	0.626	7	0.273
Line Profile Sample 9 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1653.65	41	0.715	8	0.312
Line Profile Sample 10 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1670.77	41	0.804	9	0.351
Line Profile Sample 11 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1654.47	41	0.894	10	0.39
Line Profile Sample 12 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1678.99	41	0.983	11	0.429
Line Profile Sample 13 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1664.08	41	1.07	12	0.469
Line Profile Sample 14 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1657.1	41	1.16	13	0.508
Line Profile Sample 15 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1635.24	41	1.25	14	0.547
Line Profile Sample 16 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1659.23	41	1.34	15	0.586
Line Profile Sample 17 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1675.96	41	1.43	16	0.625
Line Profile Sample 18 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1671.77	41	1.52	17	0.664
Line Profile Sample 19 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1670	41	1.61	18	0.703
Line Profile Sample 20 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1658.69	41	1.7	19	0.742
Line Profile Sample 21 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1605.81	41	1.79	20	0.781
Line Profile Sample 22 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1531.81	41	1.88	21	0.82
Line Profile Sample 23 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1410.89	41	1.97	22	0.859
Line Profile Sample 24 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1262.5	41	2.06	23	0.898
Line Profile Sample 25 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1163.18	41	2.14	24	0.937
Line Profile Sample 26 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1090.69	41	2.23	25	0.976
Line Profile Sample 27 for Lines 41	Lines 41 Profile Sample	Line Profile Sample	 15	1070	41	2.29	25.61	1
