
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1206	7	0	0	0
Line Profile Sample 2 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1356.39	7	0.0894	1	0.0382
Line Profile Sample 3 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1484.19	7	0.179	2	0.0764
Line Profile Sample 4 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1536.72	7	0.268	3	0.115
Line Profile Sample 5 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1517.32	7	0.357	4	0.153
Line Profile Sample 6 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1502.59	7	0.447	5	0.191
Line Profile Sample 7 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1527.86	7	0.536	6	0.229
Line Profile Sample 8 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1570.59	7	0.626	7	0.267
Line Profile Sample 9 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1581.29	7	0.715	8	0.306
Line Profile Sample 10 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1601.9	7	0.804	9	0.344
Line Profile Sample 11 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1627.51	7	0.894	10	0.382
Line Profile Sample 12 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1625.96	7	0.983	11	0.42
Line Profile Sample 13 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1638.96	7	1.07	12	0.458
Line Profile Sample 14 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1642.16	7	1.16	13	0.497
Line Profile Sample 15 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1635.53	7	1.25	14	0.535
Line Profile Sample 16 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1653.46	7	1.34	15	0.573
Line Profile Sample 17 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1660.77	7	1.43	16	0.611
Line Profile Sample 18 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1648.28	7	1.52	17	0.65
Line Profile Sample 19 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1625.33	7	1.61	18	0.688
Line Profile Sample 20 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1639.61	7	1.7	19	0.726
Line Profile Sample 21 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1596.73	7	1.79	20	0.764
Line Profile Sample 22 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1589.88	7	1.88	21	0.802
Line Profile Sample 23 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1682.79	7	1.97	22	0.841
Line Profile Sample 24 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1658.41	7	2.06	23	0.879
Line Profile Sample 25 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1664.08	7	2.14	24	0.917
Line Profile Sample 26 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1623.6	7	2.23	25	0.955
Line Profile Sample 27 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1527.45	7	2.32	26	0.993
Line Profile Sample 28 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 10	1515	7	2.34	26.17	1
