
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2371	6	0	0	0
Line Profile Sample 2 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2293.31	6	0.0894	1	0.0254
Line Profile Sample 3 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2245.19	6	0.179	2	0.0508
Line Profile Sample 4 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2295.82	6	0.268	3	0.0761
Line Profile Sample 5 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2274.24	6	0.357	4	0.102
Line Profile Sample 6 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2220.43	6	0.447	5	0.127
Line Profile Sample 7 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2257.03	6	0.536	6	0.152
Line Profile Sample 8 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2273.02	6	0.626	7	0.178
Line Profile Sample 9 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2257.98	6	0.715	8	0.203
Line Profile Sample 10 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2244.2	6	0.804	9	0.228
Line Profile Sample 11 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2292.85	6	0.894	10	0.254
Line Profile Sample 12 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2298.31	6	0.983	11	0.279
Line Profile Sample 13 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2262.55	6	1.07	12	0.305
Line Profile Sample 14 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2260.21	6	1.16	13	0.33
Line Profile Sample 15 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2266.31	6	1.25	14	0.355
Line Profile Sample 16 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2239.99	6	1.34	15	0.381
Line Profile Sample 17 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2218.09	6	1.43	16	0.406
Line Profile Sample 18 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2210.91	6	1.52	17	0.431
Line Profile Sample 19 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2200.32	6	1.61	18	0.457
Line Profile Sample 20 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2296.09	6	1.7	19	0.482
Line Profile Sample 21 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2296.7	6	1.79	20	0.508
Line Profile Sample 22 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2269.12	6	1.88	21	0.533
Line Profile Sample 23 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2222.52	6	1.97	22	0.558
Line Profile Sample 24 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2209.85	6	2.06	23	0.584
Line Profile Sample 25 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2182.05	6	2.14	24	0.609
Line Profile Sample 26 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2252.73	6	2.23	25	0.634
Line Profile Sample 27 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2214.19	6	2.32	26	0.66
Line Profile Sample 28 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2245.26	6	2.41	27	0.685
Line Profile Sample 29 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2210.8	6	2.5	28	0.711
Line Profile Sample 30 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2274.45	6	2.59	29	0.736
Line Profile Sample 31 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2248.81	6	2.68	30	0.761
Line Profile Sample 32 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2222.89	6	2.77	31	0.787
Line Profile Sample 33 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2140.47	6	2.86	32	0.812
Line Profile Sample 34 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2214.67	6	2.95	33	0.837
Line Profile Sample 35 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2217.01	6	3.04	34	0.863
Line Profile Sample 36 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2229.73	6	3.13	35	0.888
Line Profile Sample 37 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2230.7	6	3.22	36	0.914
Line Profile Sample 38 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2260.24	6	3.31	37	0.939
Line Profile Sample 39 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2319.82	6	3.4	38	0.964
Line Profile Sample 40 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2282.27	6	3.49	39	0.99
Line Profile Sample 41 for Lines 6	Lines 6 Profile Sample	Line Profile Sample	 22	2243	6	3.52	39.41	1
