
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	816	17	0	0	0
Line Profile Sample 2 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	819.69	17	0.0894	1	0.0364
Line Profile Sample 3 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	850.5	17	0.179	2	0.0728
Line Profile Sample 4 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	873.26	17	0.268	3	0.109
Line Profile Sample 5 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	935.55	17	0.357	4	0.146
Line Profile Sample 6 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1029.72	17	0.447	5	0.182
Line Profile Sample 7 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1100.3	17	0.536	6	0.219
Line Profile Sample 8 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1166.27	17	0.626	7	0.255
Line Profile Sample 9 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1215.19	17	0.715	8	0.291
Line Profile Sample 10 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1233.29	17	0.804	9	0.328
Line Profile Sample 11 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1259.74	17	0.894	10	0.364
Line Profile Sample 12 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1273.97	17	0.983	11	0.401
Line Profile Sample 13 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1298.75	17	1.07	12	0.437
Line Profile Sample 14 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1301.6	17	1.16	13	0.473
Line Profile Sample 15 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1314.86	17	1.25	14	0.51
Line Profile Sample 16 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1328.01	17	1.34	15	0.546
Line Profile Sample 17 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1330.08	17	1.43	16	0.583
Line Profile Sample 18 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1348.52	17	1.52	17	0.619
Line Profile Sample 19 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1339.24	17	1.61	18	0.656
Line Profile Sample 20 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1337.79	17	1.7	19	0.692
Line Profile Sample 21 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1322.76	17	1.79	20	0.728
Line Profile Sample 22 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1307.47	17	1.88	21	0.765
Line Profile Sample 23 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1292.49	17	1.97	22	0.801
Line Profile Sample 24 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1298.28	17	2.06	23	0.838
Line Profile Sample 25 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1287.53	17	2.14	24	0.874
Line Profile Sample 26 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1260.26	17	2.23	25	0.91
Line Profile Sample 27 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1248.65	17	2.32	26	0.947
Line Profile Sample 28 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1211.88	17	2.41	27	0.983
Line Profile Sample 29 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 13	1195	17	2.45	27.46	1
