av_intensity,stdev_intensity,av_distance,stdev_distance
0.18114836126413644,0.14212787395223755,0.012742105263157895,0.014035087609649123
0.3243453595228544,0.1946724372770283,0.059173333333333335,0.012088629052996555
0.43382804860071417,0.3217431987422741,0.09561666666666667,0.010168206540114352
0.3705378402624179,0.34150943425518093,0.134375,0.012616787758115505
0.4693634507423612,0.3405446772119742,0.17384615384615384,0.010486866022523552
0.3380732967221602,0.3139163198861848,0.2107857142857143,0.010408417979460892
0.33818104298697454,0.23473646965660983,0.2483076923076923,0.010593902455222503
0.22443747180377885,0.17152550801944685,0.2860666666666667,0.012008726985385396
0.20873002477280608,0.16492221244023839,0.3278666666666667,0.012489233458501454
0.21102113073582668,0.1642736743841869,0.3678666666666667,0.012356991466179718
0.1950022120669608,0.18994679620763757,0.40575,0.008945542312947101
0.24042621740618947,0.1587952500757839,0.4424666666666667,0.011562665700228401
0.16370734651426214,0.13794743575503426,0.48214285714285715,0.010413431732121763
0.2150594840022503,0.143324948923294,0.5191538461538462,0.009361678569627661
0.16293899208836113,0.1447916734208937,0.5563571428571429,0.010529132792525535
0.18915863317576206,0.14040101854973178,0.5946428571428571,0.011187954668764523
0.21024619163896371,0.19616441883160432,0.6354375,0.012393378608488227
0.2232921673861127,0.17570625566597187,0.6745,0.009949874371066173
0.24961180362310528,0.1695944714839563,0.7119375,0.012850259400754016
0.28203900070357923,0.14873538168040804,0.7544666666666666,0.011287582726586061
0.369540111501591,0.18925677352516518,0.7920833333333334,0.008918401134053061
0.4095937885942031,0.22094329252456918,0.8284666666666667,0.011198639373134733
0.6438505353104776,0.23524344541796516,0.8663333333333333,0.008752488823532467
0.7458756983945891,0.22193071401208386,0.9028666666666667,0.011885565475258925
0.7756897526807641,0.1630486630666478,0.9427142857142857,0.011957801260641955
0.7962341276816488,0.26604821687320446,0.9885833333333334,0.01320380928785876
