
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1252	1	0	0	0
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1298.31	1	0.0894	1	0.0294
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1314.94	1	0.179	2	0.0589
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1392.4	1	0.268	3	0.0883
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1298.88	1	0.357	4	0.118
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1294.57	1	0.447	5	0.147
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1305.32	1	0.536	6	0.177
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1316.92	1	0.626	7	0.206
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1308.2	1	0.715	8	0.235
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1348.87	1	0.804	9	0.265
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1346.97	1	0.894	10	0.294
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1377.91	1	0.983	11	0.324
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1347.89	1	1.07	12	0.353
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1344.87	1	1.16	13	0.383
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1357.95	1	1.25	14	0.412
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1318.83	1	1.34	15	0.442
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1315.18	1	1.43	16	0.471
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1344.5	1	1.52	17	0.5
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1313.7	1	1.61	18	0.53
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1319.05	1	1.7	19	0.559
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1323.19	1	1.79	20	0.589
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1302.27	1	1.88	21	0.618
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1362.85	1	1.97	22	0.648
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1358.1	1	2.06	23	0.677
Line Profile Sample 25 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1348.43	1	2.14	24	0.706
Line Profile Sample 26 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1327.91	1	2.23	25	0.736
Line Profile Sample 27 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1314.67	1	2.32	26	0.765
Line Profile Sample 28 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1453.63	1	2.41	27	0.795
Line Profile Sample 29 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1472.26	1	2.5	28	0.824
Line Profile Sample 30 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1386.96	1	2.59	29	0.854
Line Profile Sample 31 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1318.98	1	2.68	30	0.883
Line Profile Sample 32 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1360.53	1	2.77	31	0.913
Line Profile Sample 33 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1366.68	1	2.86	32	0.942
Line Profile Sample 34 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1401.08	1	2.95	33	0.971
Line Profile Sample 35 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 9	1391	1	3.04	33.97	1
