
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	772	53	0	0	0
Line Profile Sample 2 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	889.07	53	0.0894	1	0.0441
Line Profile Sample 3 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1070.98	53	0.179	2	0.0882
Line Profile Sample 4 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1230.82	53	0.268	3	0.132
Line Profile Sample 5 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1343.45	53	0.357	4	0.176
Line Profile Sample 6 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1416.95	53	0.447	5	0.221
Line Profile Sample 7 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1471.15	53	0.536	6	0.265
Line Profile Sample 8 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1483.9	53	0.626	7	0.309
Line Profile Sample 9 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1476.17	53	0.715	8	0.353
Line Profile Sample 10 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1478.56	53	0.804	9	0.397
Line Profile Sample 11 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1492.05	53	0.894	10	0.441
Line Profile Sample 12 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1488.12	53	0.983	11	0.485
Line Profile Sample 13 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1462.25	53	1.07	12	0.529
Line Profile Sample 14 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1394.87	53	1.16	13	0.573
Line Profile Sample 15 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1334.65	53	1.25	14	0.618
Line Profile Sample 16 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1372.34	53	1.34	15	0.662
Line Profile Sample 17 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1496.53	53	1.43	16	0.706
Line Profile Sample 18 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1578.68	53	1.52	17	0.75
Line Profile Sample 19 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1614.74	53	1.61	18	0.794
Line Profile Sample 20 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1660.04	53	1.7	19	0.838
Line Profile Sample 21 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1709.6	53	1.79	20	0.882
Line Profile Sample 22 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1771.31	53	1.88	21	0.926
Line Profile Sample 23 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	1908.92	53	1.97	22	0.97
Line Profile Sample 24 for Lines 53	Lines 53 Profile Sample	Line Profile Sample	 18	2022	53	2.03	22.67	1
