
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	867	54	0	0	0
Line Profile Sample 2 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	929.09	54	0.0894	1	0.0299
Line Profile Sample 3 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1003.31	54	0.179	2	0.0598
Line Profile Sample 4 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1040.93	54	0.268	3	0.0898
Line Profile Sample 5 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1071.83	54	0.357	4	0.12
Line Profile Sample 6 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1100.3	54	0.447	5	0.15
Line Profile Sample 7 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1134.92	54	0.536	6	0.18
Line Profile Sample 8 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1174.6	54	0.626	7	0.209
Line Profile Sample 9 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1209.72	54	0.715	8	0.239
Line Profile Sample 10 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1236.34	54	0.804	9	0.269
Line Profile Sample 11 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1228.9	54	0.894	10	0.299
Line Profile Sample 12 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1240	54	0.983	11	0.329
Line Profile Sample 13 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1224.75	54	1.07	12	0.359
Line Profile Sample 14 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1200.58	54	1.16	13	0.389
Line Profile Sample 15 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1180.22	54	1.25	14	0.419
Line Profile Sample 16 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1165.55	54	1.34	15	0.449
Line Profile Sample 17 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1147.99	54	1.43	16	0.479
Line Profile Sample 18 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1158.11	54	1.52	17	0.509
Line Profile Sample 19 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1167.42	54	1.61	18	0.539
Line Profile Sample 20 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1148.04	54	1.7	19	0.568
Line Profile Sample 21 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1160.29	54	1.79	20	0.598
Line Profile Sample 22 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1151.35	54	1.88	21	0.628
Line Profile Sample 23 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1132.76	54	1.97	22	0.658
Line Profile Sample 24 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1153.66	54	2.06	23	0.688
Line Profile Sample 25 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1155.24	54	2.14	24	0.718
Line Profile Sample 26 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1156.74	54	2.23	25	0.748
Line Profile Sample 27 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1172.3	54	2.32	26	0.778
Line Profile Sample 28 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1187.13	54	2.41	27	0.808
Line Profile Sample 29 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1148.75	54	2.5	28	0.838
Line Profile Sample 30 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1135.12	54	2.59	29	0.868
Line Profile Sample 31 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1154.01	54	2.68	30	0.898
Line Profile Sample 32 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1170.28	54	2.77	31	0.928
Line Profile Sample 33 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1168.11	54	2.86	32	0.957
Line Profile Sample 34 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1097.48	54	2.95	33	0.987
Line Profile Sample 35 for Lines 54	Lines 54 Profile Sample	Line Profile Sample	 18	1069	54	2.99	33.42	1
