
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	951	2	0	0	0
Line Profile Sample 2 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1050.21	2	0.0894	1	0.0322
Line Profile Sample 3 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1140.27	2	0.179	2	0.0644
Line Profile Sample 4 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1172.57	2	0.268	3	0.0966
Line Profile Sample 5 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1211.8	2	0.357	4	0.129
Line Profile Sample 6 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1244.11	2	0.447	5	0.161
Line Profile Sample 7 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1236.59	2	0.536	6	0.193
Line Profile Sample 8 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1250.06	2	0.626	7	0.225
Line Profile Sample 9 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1248.93	2	0.715	8	0.258
Line Profile Sample 10 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1258.51	2	0.804	9	0.29
Line Profile Sample 11 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1240.97	2	0.894	10	0.322
Line Profile Sample 12 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1278.09	2	0.983	11	0.354
Line Profile Sample 13 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1259.77	2	1.07	12	0.386
Line Profile Sample 14 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1229.69	2	1.16	13	0.418
Line Profile Sample 15 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1246.45	2	1.25	14	0.451
Line Profile Sample 16 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1213.49	2	1.34	15	0.483
Line Profile Sample 17 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1206.73	2	1.43	16	0.515
Line Profile Sample 18 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1242.22	2	1.52	17	0.547
Line Profile Sample 19 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1246.44	2	1.61	18	0.579
Line Profile Sample 20 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1214.44	2	1.7	19	0.612
Line Profile Sample 21 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1207.37	2	1.79	20	0.644
Line Profile Sample 22 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1202.2	2	1.88	21	0.676
Line Profile Sample 23 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1191.31	2	1.97	22	0.708
Line Profile Sample 24 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1179.26	2	2.06	23	0.74
Line Profile Sample 25 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1159	2	2.14	24	0.773
Line Profile Sample 26 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1142.26	2	2.23	25	0.805
Line Profile Sample 27 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1115.83	2	2.32	26	0.837
Line Profile Sample 28 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1099.21	2	2.41	27	0.869
Line Profile Sample 29 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1057.12	2	2.5	28	0.901
Line Profile Sample 30 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1045.4	2	2.59	29	0.934
Line Profile Sample 31 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	1019.46	2	2.68	30	0.966
Line Profile Sample 32 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	959.01	2	2.77	31	0.998
Line Profile Sample 33 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 8	955	2	2.78	31.06	1
