
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	572	12	0	0	0
Line Profile Sample 2 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	656.34	12	0.0894	1	0.0333
Line Profile Sample 3 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	720.52	12	0.179	2	0.0666
Line Profile Sample 4 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	768.29	12	0.268	3	0.0999
Line Profile Sample 5 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	805.58	12	0.357	4	0.133
Line Profile Sample 6 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	784.05	12	0.447	5	0.167
Line Profile Sample 7 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	774.55	12	0.536	6	0.2
Line Profile Sample 8 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	783.88	12	0.626	7	0.233
Line Profile Sample 9 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	790.04	12	0.715	8	0.267
Line Profile Sample 10 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	799.8	12	0.804	9	0.3
Line Profile Sample 11 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	815.92	12	0.894	10	0.333
Line Profile Sample 12 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	807.07	12	0.983	11	0.366
Line Profile Sample 13 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	801.86	12	1.07	12	0.4
Line Profile Sample 14 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	799.1	12	1.16	13	0.433
Line Profile Sample 15 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	796.42	12	1.25	14	0.466
Line Profile Sample 16 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	838.6	12	1.34	15	0.5
Line Profile Sample 17 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	816.67	12	1.43	16	0.533
Line Profile Sample 18 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	833.55	12	1.52	17	0.566
Line Profile Sample 19 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	809.9	12	1.61	18	0.6
Line Profile Sample 20 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	822.59	12	1.7	19	0.633
Line Profile Sample 21 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	812.97	12	1.79	20	0.666
Line Profile Sample 22 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	823.03	12	1.88	21	0.7
Line Profile Sample 23 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	777.65	12	1.97	22	0.733
Line Profile Sample 24 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	815.04	12	2.06	23	0.766
Line Profile Sample 25 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	870.37	12	2.14	24	0.8
Line Profile Sample 26 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	831.62	12	2.23	25	0.833
Line Profile Sample 27 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	841.57	12	2.32	26	0.866
Line Profile Sample 28 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	816.61	12	2.41	27	0.9
Line Profile Sample 29 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	794.28	12	2.5	28	0.933
Line Profile Sample 30 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	741.84	12	2.59	29	0.966
Line Profile Sample 31 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	703.45	12	2.68	30	0.999
Line Profile Sample 32 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 24	703	12	2.68	30.02	1
