
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1308	1	0	0	0
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1443.62	1	0.0894	1	0.0311
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1534.64	1	0.179	2	0.0621
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1606.83	1	0.268	3	0.0932
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1622.36	1	0.357	4	0.124
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1624.15	1	0.447	5	0.155
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1590.35	1	0.536	6	0.186
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1566.9	1	0.626	7	0.217
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1553.09	1	0.715	8	0.248
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1533.96	1	0.804	9	0.279
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1542.14	1	0.894	10	0.311
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1564.27	1	0.983	11	0.342
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1595.56	1	1.07	12	0.373
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1606.76	1	1.16	13	0.404
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1578.08	1	1.25	14	0.435
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1531.74	1	1.34	15	0.466
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1566.67	1	1.43	16	0.497
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1594.98	1	1.52	17	0.528
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1663.66	1	1.61	18	0.559
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1700.8	1	1.7	19	0.59
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1683.17	1	1.79	20	0.621
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1656.94	1	1.88	21	0.652
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1612.99	1	1.97	22	0.683
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1580.68	1	2.06	23	0.714
Line Profile Sample 25 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1557.33	1	2.14	24	0.745
Line Profile Sample 26 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1516.23	1	2.23	25	0.776
Line Profile Sample 27 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1505.17	1	2.32	26	0.807
Line Profile Sample 28 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1511.06	1	2.41	27	0.838
Line Profile Sample 29 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1550.65	1	2.5	28	0.869
Line Profile Sample 30 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1573.74	1	2.59	29	0.901
Line Profile Sample 31 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1567.38	1	2.68	30	0.932
Line Profile Sample 32 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1551.29	1	2.77	31	0.963
Line Profile Sample 33 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1460.55	1	2.86	32	0.994
Line Profile Sample 34 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 8	1448	1	2.88	32.2	1
