
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1073	9	0	0	0
Line Profile Sample 2 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1131	9	0.0894	1	0.0357
Line Profile Sample 3 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1203	9	0.179	2	0.0714
Line Profile Sample 4 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1345	9	0.268	3	0.107
Line Profile Sample 5 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1447	9	0.357	4	0.143
Line Profile Sample 6 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1472	9	0.447	5	0.179
Line Profile Sample 7 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1500	9	0.536	6	0.214
Line Profile Sample 8 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1412	9	0.626	7	0.25
Line Profile Sample 9 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1353	9	0.715	8	0.286
Line Profile Sample 10 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1308	9	0.804	9	0.321
Line Profile Sample 11 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1233	9	0.894	10	0.357
Line Profile Sample 12 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1260	9	0.983	11	0.393
Line Profile Sample 13 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1305	9	1.07	12	0.429
Line Profile Sample 14 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1331	9	1.16	13	0.464
Line Profile Sample 15 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1340	9	1.25	14	0.5
Line Profile Sample 16 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1396	9	1.34	15	0.536
Line Profile Sample 17 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1486	9	1.43	16	0.571
Line Profile Sample 18 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1401	9	1.52	17	0.607
Line Profile Sample 19 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1304	9	1.61	18	0.643
Line Profile Sample 20 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1332	9	1.7	19	0.679
Line Profile Sample 21 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1420	9	1.79	20	0.714
Line Profile Sample 22 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1491	9	1.88	21	0.75
Line Profile Sample 23 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1530	9	1.97	22	0.786
Line Profile Sample 24 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1592	9	2.06	23	0.821
Line Profile Sample 25 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	1779	9	2.14	24	0.857
Line Profile Sample 26 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	2067	9	2.23	25	0.893
Line Profile Sample 27 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	2311	9	2.32	26	0.929
Line Profile Sample 28 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	2375	9	2.41	27	0.964
Line Profile Sample 29 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	2107	9	2.5	28	1
Line Profile Sample 30 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 13	2107	9	2.5	28	1
