
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1305	4	0	0	0
Line Profile Sample 2 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1322.43	4	0.0894	1	0.0339
Line Profile Sample 3 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1404.56	4	0.179	2	0.0677
Line Profile Sample 4 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1488.04	4	0.268	3	0.102
Line Profile Sample 5 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1615.71	4	0.357	4	0.135
Line Profile Sample 6 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1685.62	4	0.447	5	0.169
Line Profile Sample 7 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1731.74	4	0.536	6	0.203
Line Profile Sample 8 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1745.32	4	0.626	7	0.237
Line Profile Sample 9 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1828.84	4	0.715	8	0.271
Line Profile Sample 10 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1734.91	4	0.804	9	0.305
Line Profile Sample 11 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1711.11	4	0.894	10	0.339
Line Profile Sample 12 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1756.65	4	0.983	11	0.373
Line Profile Sample 13 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1799.15	4	1.07	12	0.406
Line Profile Sample 14 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1796.31	4	1.16	13	0.44
Line Profile Sample 15 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1760.01	4	1.25	14	0.474
Line Profile Sample 16 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1762.22	4	1.34	15	0.508
Line Profile Sample 17 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1800.37	4	1.43	16	0.542
Line Profile Sample 18 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1788.42	4	1.52	17	0.576
Line Profile Sample 19 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1750.53	4	1.61	18	0.61
Line Profile Sample 20 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1772.21	4	1.7	19	0.643
Line Profile Sample 21 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1764.77	4	1.79	20	0.677
Line Profile Sample 22 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1771.61	4	1.88	21	0.711
Line Profile Sample 23 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1762.53	4	1.97	22	0.745
Line Profile Sample 24 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1742.79	4	2.06	23	0.779
Line Profile Sample 25 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1730.03	4	2.14	24	0.813
Line Profile Sample 26 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1731.5	4	2.23	25	0.847
Line Profile Sample 27 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1776.14	4	2.32	26	0.88
Line Profile Sample 28 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1672.22	4	2.41	27	0.914
Line Profile Sample 29 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1639.99	4	2.5	28	0.948
Line Profile Sample 30 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1602.62	4	2.59	29	0.982
Line Profile Sample 31 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 21	1570	4	2.64	29.53	1
