
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1315	38	0	0	0
Line Profile Sample 2 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1310.16	38	0.0894	1	0.0413
Line Profile Sample 3 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1284.6	38	0.179	2	0.0826
Line Profile Sample 4 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1299.58	38	0.268	3	0.124
Line Profile Sample 5 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1268.21	38	0.357	4	0.165
Line Profile Sample 6 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1236.66	38	0.447	5	0.207
Line Profile Sample 7 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1249.94	38	0.536	6	0.248
Line Profile Sample 8 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1250.09	38	0.626	7	0.289
Line Profile Sample 9 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1253.17	38	0.715	8	0.33
Line Profile Sample 10 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1267.18	38	0.804	9	0.372
Line Profile Sample 11 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1268.92	38	0.894	10	0.413
Line Profile Sample 12 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1265.36	38	0.983	11	0.454
Line Profile Sample 13 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1277.12	38	1.07	12	0.496
Line Profile Sample 14 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1282.42	38	1.16	13	0.537
Line Profile Sample 15 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1301.92	38	1.25	14	0.578
Line Profile Sample 16 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1301.17	38	1.34	15	0.62
Line Profile Sample 17 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1299.5	38	1.43	16	0.661
Line Profile Sample 18 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1315.03	38	1.52	17	0.702
Line Profile Sample 19 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1324.24	38	1.61	18	0.744
Line Profile Sample 20 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1335.85	38	1.7	19	0.785
Line Profile Sample 21 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1293.43	38	1.79	20	0.826
Line Profile Sample 22 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1227.8	38	1.88	21	0.868
Line Profile Sample 23 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1160.04	38	1.97	22	0.909
Line Profile Sample 24 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1095.78	38	2.06	23	0.95
Line Profile Sample 25 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1052.5	38	2.14	24	0.991
Line Profile Sample 26 for Lines 38	Lines 38 Profile Sample	Line Profile Sample	 15	1044	38	2.16	24.21	1
