
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	966	10	0	0	0
Line Profile Sample 2 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1075.69	10	0.0894	1	0.0349
Line Profile Sample 3 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1149.43	10	0.179	2	0.0698
Line Profile Sample 4 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1182.25	10	0.268	3	0.105
Line Profile Sample 5 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1189.94	10	0.357	4	0.14
Line Profile Sample 6 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1235.25	10	0.447	5	0.175
Line Profile Sample 7 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1266.34	10	0.536	6	0.21
Line Profile Sample 8 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1283.15	10	0.626	7	0.244
Line Profile Sample 9 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1315.89	10	0.715	8	0.279
Line Profile Sample 10 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1310.29	10	0.804	9	0.314
Line Profile Sample 11 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1318.64	10	0.894	10	0.349
Line Profile Sample 12 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1297.7	10	0.983	11	0.384
Line Profile Sample 13 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1315.29	10	1.07	12	0.419
Line Profile Sample 14 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1335.01	10	1.16	13	0.454
Line Profile Sample 15 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1334.52	10	1.25	14	0.489
Line Profile Sample 16 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1335.29	10	1.34	15	0.524
Line Profile Sample 17 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1344.83	10	1.43	16	0.559
Line Profile Sample 18 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1342.23	10	1.52	17	0.594
Line Profile Sample 19 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1340.38	10	1.61	18	0.629
Line Profile Sample 20 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1328.63	10	1.7	19	0.664
Line Profile Sample 21 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1309.76	10	1.79	20	0.698
Line Profile Sample 22 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1292.12	10	1.88	21	0.733
Line Profile Sample 23 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1283.92	10	1.97	22	0.768
Line Profile Sample 24 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1277.06	10	2.06	23	0.803
Line Profile Sample 25 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1278.23	10	2.14	24	0.838
Line Profile Sample 26 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1246.31	10	2.23	25	0.873
Line Profile Sample 27 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1212.51	10	2.32	26	0.908
Line Profile Sample 28 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1226.69	10	2.41	27	0.943
Line Profile Sample 29 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1207.92	10	2.5	28	0.978
Line Profile Sample 30 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 13	1169	10	2.56	28.64	1
