
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1741	1	0	0	0
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1858.74	1	0.0894	1	0.0303
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1882.65	1	0.179	2	0.0606
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1930.89	1	0.268	3	0.0909
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1960.55	1	0.357	4	0.121
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1989.73	1	0.447	5	0.151
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1962.9	1	0.536	6	0.182
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1941.08	1	0.626	7	0.212
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1947.5	1	0.715	8	0.242
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2011.71	1	0.804	9	0.273
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2002.32	1	0.894	10	0.303
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1967.91	1	0.983	11	0.333
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1912.23	1	1.07	12	0.363
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1944.88	1	1.16	13	0.394
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1992.18	1	1.25	14	0.424
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1970.36	1	1.34	15	0.454
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1977.44	1	1.43	16	0.485
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2042.56	1	1.52	17	0.515
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2000.01	1	1.61	18	0.545
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2039.25	1	1.7	19	0.575
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1984	1	1.79	20	0.606
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1963.61	1	1.88	21	0.636
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1928.94	1	1.97	22	0.666
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1943.89	1	2.06	23	0.697
Line Profile Sample 25 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1911.48	1	2.14	24	0.727
Line Profile Sample 26 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1916.13	1	2.23	25	0.757
Line Profile Sample 27 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1876.62	1	2.32	26	0.788
Line Profile Sample 28 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1826.27	1	2.41	27	0.818
Line Profile Sample 29 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1756.9	1	2.5	28	0.848
Line Profile Sample 30 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1740.85	1	2.59	29	0.878
Line Profile Sample 31 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1614.33	1	2.68	30	0.909
Line Profile Sample 32 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1528.51	1	2.77	31	0.939
Line Profile Sample 33 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1460.28	1	2.86	32	0.969
Line Profile Sample 34 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1496.51	1	2.95	33	1
Line Profile Sample 35 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1497	1	2.95	33.02	1
