
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	1181	1	0	0	0
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	1520.19	1	0.0894	1	0.0447
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	1917.74	1	0.179	2	0.0894
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2145.47	1	0.268	3	0.134
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2201.65	1	0.357	4	0.179
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2155.76	1	0.447	5	0.224
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2094.73	1	0.536	6	0.268
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2089.96	1	0.626	7	0.313
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2081.97	1	0.715	8	0.358
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2087.73	1	0.804	9	0.402
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2064.64	1	0.894	10	0.447
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2206.34	1	0.983	11	0.492
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2269.06	1	1.07	12	0.537
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2319.23	1	1.16	13	0.581
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2468.67	1	1.25	14	0.626
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2694.36	1	1.34	15	0.671
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	3016.83	1	1.43	16	0.716
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	3291.67	1	1.52	17	0.76
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	3478.28	1	1.61	18	0.805
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	3550.01	1	1.7	19	0.85
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	3130.04	1	1.79	20	0.894
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	2376.87	1	1.88	21	0.939
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	1840.51	1	1.97	22	0.984
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 11	1682	1	2	22.36	1
