
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	825	4	0	0	0
Line Profile Sample 2 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	909.27	4	0.0894	1	0.0343
Line Profile Sample 3 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	973.14	4	0.179	2	0.0686
Line Profile Sample 4 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1036.14	4	0.268	3	0.103
Line Profile Sample 5 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1069.84	4	0.357	4	0.137
Line Profile Sample 6 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1085.17	4	0.447	5	0.171
Line Profile Sample 7 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1095.88	4	0.536	6	0.206
Line Profile Sample 8 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1107.02	4	0.626	7	0.24
Line Profile Sample 9 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1110.61	4	0.715	8	0.274
Line Profile Sample 10 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1101.83	4	0.804	9	0.309
Line Profile Sample 11 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1115.73	4	0.894	10	0.343
Line Profile Sample 12 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1101.54	4	0.983	11	0.377
Line Profile Sample 13 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1079.56	4	1.07	12	0.412
Line Profile Sample 14 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1075.4	4	1.16	13	0.446
Line Profile Sample 15 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1030.36	4	1.25	14	0.48
Line Profile Sample 16 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1007.57	4	1.34	15	0.514
Line Profile Sample 17 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1004.86	4	1.43	16	0.549
Line Profile Sample 18 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1015.44	4	1.52	17	0.583
Line Profile Sample 19 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1046.87	4	1.61	18	0.617
Line Profile Sample 20 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1079.39	4	1.7	19	0.652
Line Profile Sample 21 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1094.99	4	1.79	20	0.686
Line Profile Sample 22 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1100.81	4	1.88	21	0.72
Line Profile Sample 23 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1103.58	4	1.97	22	0.755
Line Profile Sample 24 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1105.82	4	2.06	23	0.789
Line Profile Sample 25 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1111.86	4	2.14	24	0.823
Line Profile Sample 26 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1107.55	4	2.23	25	0.857
Line Profile Sample 27 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1076.27	4	2.32	26	0.892
Line Profile Sample 28 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1053.81	4	2.41	27	0.926
Line Profile Sample 29 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1076.21	4	2.5	28	0.96
Line Profile Sample 30 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1053.36	4	2.59	29	0.995
Line Profile Sample 31 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 8	1048	4	2.61	29.15	1
