
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1231	29	0	0	0
Line Profile Sample 2 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1318.66	29	0.0894	1	0.0416
Line Profile Sample 3 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1409.02	29	0.179	2	0.0832
Line Profile Sample 4 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1518.38	29	0.268	3	0.125
Line Profile Sample 5 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1622.51	29	0.357	4	0.166
Line Profile Sample 6 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1653.39	29	0.447	5	0.208
Line Profile Sample 7 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1601.6	29	0.536	6	0.25
Line Profile Sample 8 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1512.38	29	0.626	7	0.291
Line Profile Sample 9 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1580.19	29	0.715	8	0.333
Line Profile Sample 10 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1638.8	29	0.804	9	0.374
Line Profile Sample 11 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1731.13	29	0.894	10	0.416
Line Profile Sample 12 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1909.15	29	0.983	11	0.458
Line Profile Sample 13 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2010.54	29	1.07	12	0.499
Line Profile Sample 14 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2054.22	29	1.16	13	0.541
Line Profile Sample 15 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2030.7	29	1.25	14	0.582
Line Profile Sample 16 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2025.41	29	1.34	15	0.624
Line Profile Sample 17 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2171.25	29	1.43	16	0.666
Line Profile Sample 18 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2443.33	29	1.52	17	0.707
Line Profile Sample 19 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2705.01	29	1.61	18	0.749
Line Profile Sample 20 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2747.56	29	1.7	19	0.79
Line Profile Sample 21 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2620.85	29	1.79	20	0.832
Line Profile Sample 22 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2419.03	29	1.88	21	0.873
Line Profile Sample 23 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2233.04	29	1.97	22	0.915
Line Profile Sample 24 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	2051.27	29	2.06	23	0.957
Line Profile Sample 25 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1929.86	29	2.14	24	0.998
Line Profile Sample 26 for Lines 29	Lines 29 Profile Sample	Line Profile Sample	 15	1926	29	2.15	24.04	1
