
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 19	Lines 19 Profile Sample	1920	 27	19	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 19	Lines 19 Profile Sample	1825.3	 27	19	0.0894	1	0.047	Line Profile Sample
Line Profile Sample 3 for Lines 19	Lines 19 Profile Sample	1700.47	 27	19	0.179	2	0.0941	Line Profile Sample
Line Profile Sample 4 for Lines 19	Lines 19 Profile Sample	1604.26	 27	19	0.268	3	0.141	Line Profile Sample
Line Profile Sample 5 for Lines 19	Lines 19 Profile Sample	1617.18	 27	19	0.357	4	0.188	Line Profile Sample
Line Profile Sample 6 for Lines 19	Lines 19 Profile Sample	1661.7	 27	19	0.447	5	0.235	Line Profile Sample
Line Profile Sample 7 for Lines 19	Lines 19 Profile Sample	1691.6	 27	19	0.536	6	0.282	Line Profile Sample
Line Profile Sample 8 for Lines 19	Lines 19 Profile Sample	1702.49	 27	19	0.626	7	0.329	Line Profile Sample
Line Profile Sample 9 for Lines 19	Lines 19 Profile Sample	1631.1	 27	19	0.715	8	0.376	Line Profile Sample
Line Profile Sample 10 for Lines 19	Lines 19 Profile Sample	1576.46	 27	19	0.804	9	0.423	Line Profile Sample
Line Profile Sample 11 for Lines 19	Lines 19 Profile Sample	1591.63	 27	19	0.894	10	0.47	Line Profile Sample
Line Profile Sample 12 for Lines 19	Lines 19 Profile Sample	1639.37	 27	19	0.983	11	0.517	Line Profile Sample
Line Profile Sample 13 for Lines 19	Lines 19 Profile Sample	1707.61	 27	19	1.07	12	0.564	Line Profile Sample
Line Profile Sample 14 for Lines 19	Lines 19 Profile Sample	1744.44	 27	19	1.16	13	0.611	Line Profile Sample
Line Profile Sample 15 for Lines 19	Lines 19 Profile Sample	1756.78	 27	19	1.25	14	0.659	Line Profile Sample
Line Profile Sample 16 for Lines 19	Lines 19 Profile Sample	1697.65	 27	19	1.34	15	0.706	Line Profile Sample
Line Profile Sample 17 for Lines 19	Lines 19 Profile Sample	1581.43	 27	19	1.43	16	0.753	Line Profile Sample
Line Profile Sample 18 for Lines 19	Lines 19 Profile Sample	1534.76	 27	19	1.52	17	0.8	Line Profile Sample
Line Profile Sample 19 for Lines 19	Lines 19 Profile Sample	1533.15	 27	19	1.61	18	0.847	Line Profile Sample
Line Profile Sample 20 for Lines 19	Lines 19 Profile Sample	1583.22	 27	19	1.7	19	0.894	Line Profile Sample
Line Profile Sample 21 for Lines 19	Lines 19 Profile Sample	1669.2	 27	19	1.79	20	0.941	Line Profile Sample
Line Profile Sample 22 for Lines 19	Lines 19 Profile Sample	1721.58	 27	19	1.88	21	0.988	Line Profile Sample
Line Profile Sample 23 for Lines 19	Lines 19 Profile Sample	1738	 27	19	1.9	21.26	1	Line Profile Sample
