
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 44	Lines 44 Profile Sample	1021	 57	44	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 44	Lines 44 Profile Sample	1027.1	 57	44	0.0894	1	0.0429	Line Profile Sample
Line Profile Sample 3 for Lines 44	Lines 44 Profile Sample	1013.16	 57	44	0.179	2	0.0857	Line Profile Sample
Line Profile Sample 4 for Lines 44	Lines 44 Profile Sample	1006.46	 57	44	0.268	3	0.129	Line Profile Sample
Line Profile Sample 5 for Lines 44	Lines 44 Profile Sample	996.43	 57	44	0.357	4	0.171	Line Profile Sample
Line Profile Sample 6 for Lines 44	Lines 44 Profile Sample	1011.02	 57	44	0.447	5	0.214	Line Profile Sample
Line Profile Sample 7 for Lines 44	Lines 44 Profile Sample	1024.13	 57	44	0.536	6	0.257	Line Profile Sample
Line Profile Sample 8 for Lines 44	Lines 44 Profile Sample	1037.8	 57	44	0.626	7	0.3	Line Profile Sample
Line Profile Sample 9 for Lines 44	Lines 44 Profile Sample	1039.63	 57	44	0.715	8	0.343	Line Profile Sample
Line Profile Sample 10 for Lines 44	Lines 44 Profile Sample	1009.18	 57	44	0.804	9	0.386	Line Profile Sample
Line Profile Sample 11 for Lines 44	Lines 44 Profile Sample	989.1	 57	44	0.894	10	0.429	Line Profile Sample
Line Profile Sample 12 for Lines 44	Lines 44 Profile Sample	991.17	 57	44	0.983	11	0.472	Line Profile Sample
Line Profile Sample 13 for Lines 44	Lines 44 Profile Sample	990.19	 57	44	1.07	12	0.514	Line Profile Sample
Line Profile Sample 14 for Lines 44	Lines 44 Profile Sample	998.69	 57	44	1.16	13	0.557	Line Profile Sample
Line Profile Sample 15 for Lines 44	Lines 44 Profile Sample	979	 57	44	1.25	14	0.6	Line Profile Sample
Line Profile Sample 16 for Lines 44	Lines 44 Profile Sample	997.26	 57	44	1.34	15	0.643	Line Profile Sample
Line Profile Sample 17 for Lines 44	Lines 44 Profile Sample	988.68	 57	44	1.43	16	0.686	Line Profile Sample
Line Profile Sample 18 for Lines 44	Lines 44 Profile Sample	976.49	 57	44	1.52	17	0.729	Line Profile Sample
Line Profile Sample 19 for Lines 44	Lines 44 Profile Sample	972.28	 57	44	1.61	18	0.772	Line Profile Sample
Line Profile Sample 20 for Lines 44	Lines 44 Profile Sample	978.94	 57	44	1.7	19	0.815	Line Profile Sample
Line Profile Sample 21 for Lines 44	Lines 44 Profile Sample	1032.34	 57	44	1.79	20	0.857	Line Profile Sample
Line Profile Sample 22 for Lines 44	Lines 44 Profile Sample	1112.43	 57	44	1.88	21	0.9	Line Profile Sample
Line Profile Sample 23 for Lines 44	Lines 44 Profile Sample	1125.72	 57	44	1.97	22	0.943	Line Profile Sample
Line Profile Sample 24 for Lines 44	Lines 44 Profile Sample	1028.77	 57	44	2.06	23	0.986	Line Profile Sample
Line Profile Sample 25 for Lines 44	Lines 44 Profile Sample	998	 57	44	2.08	23.32	1	Line Profile Sample
