
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 22	Lines 22 Profile Sample	1713	 27	22	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 22	Lines 22 Profile Sample	1809.63	 27	22	0.0894	1	0.0456	Line Profile Sample
Line Profile Sample 3 for Lines 22	Lines 22 Profile Sample	1930.6	 27	22	0.179	2	0.0912	Line Profile Sample
Line Profile Sample 4 for Lines 22	Lines 22 Profile Sample	2004.47	 27	22	0.268	3	0.137	Line Profile Sample
Line Profile Sample 5 for Lines 22	Lines 22 Profile Sample	1993.58	 27	22	0.357	4	0.182	Line Profile Sample
Line Profile Sample 6 for Lines 22	Lines 22 Profile Sample	1898.61	 27	22	0.447	5	0.228	Line Profile Sample
Line Profile Sample 7 for Lines 22	Lines 22 Profile Sample	1835.5	 27	22	0.536	6	0.274	Line Profile Sample
Line Profile Sample 8 for Lines 22	Lines 22 Profile Sample	1811.55	 27	22	0.626	7	0.319	Line Profile Sample
Line Profile Sample 9 for Lines 22	Lines 22 Profile Sample	1804.85	 27	22	0.715	8	0.365	Line Profile Sample
Line Profile Sample 10 for Lines 22	Lines 22 Profile Sample	1834.38	 27	22	0.804	9	0.41	Line Profile Sample
Line Profile Sample 11 for Lines 22	Lines 22 Profile Sample	1890.91	 27	22	0.894	10	0.456	Line Profile Sample
Line Profile Sample 12 for Lines 22	Lines 22 Profile Sample	1966.18	 27	22	0.983	11	0.502	Line Profile Sample
Line Profile Sample 13 for Lines 22	Lines 22 Profile Sample	2080.17	 27	22	1.07	12	0.547	Line Profile Sample
Line Profile Sample 14 for Lines 22	Lines 22 Profile Sample	2169.89	 27	22	1.16	13	0.593	Line Profile Sample
Line Profile Sample 15 for Lines 22	Lines 22 Profile Sample	2195.25	 27	22	1.25	14	0.638	Line Profile Sample
Line Profile Sample 16 for Lines 22	Lines 22 Profile Sample	2255.76	 27	22	1.34	15	0.684	Line Profile Sample
Line Profile Sample 17 for Lines 22	Lines 22 Profile Sample	2229.91	 27	22	1.43	16	0.73	Line Profile Sample
Line Profile Sample 18 for Lines 22	Lines 22 Profile Sample	2172.76	 27	22	1.52	17	0.775	Line Profile Sample
Line Profile Sample 19 for Lines 22	Lines 22 Profile Sample	2104.47	 27	22	1.61	18	0.821	Line Profile Sample
Line Profile Sample 20 for Lines 22	Lines 22 Profile Sample	2057.89	 27	22	1.7	19	0.866	Line Profile Sample
Line Profile Sample 21 for Lines 22	Lines 22 Profile Sample	1916.3	 27	22	1.79	20	0.912	Line Profile Sample
Line Profile Sample 22 for Lines 22	Lines 22 Profile Sample	1805.79	 27	22	1.88	21	0.958	Line Profile Sample
Line Profile Sample 23 for Lines 22	Lines 22 Profile Sample	1755	 27	22	1.96	21.93	1	Line Profile Sample
