
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 59	Lines 59 Profile Sample	1543	 60	59	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 59	Lines 59 Profile Sample	1508.38	 60	59	0.0894	1	0.0673	Line Profile Sample
Line Profile Sample 3 for Lines 59	Lines 59 Profile Sample	1411.59	 60	59	0.179	2	0.135	Line Profile Sample
Line Profile Sample 4 for Lines 59	Lines 59 Profile Sample	1310.24	 60	59	0.268	3	0.202	Line Profile Sample
Line Profile Sample 5 for Lines 59	Lines 59 Profile Sample	1259.53	 60	59	0.357	4	0.269	Line Profile Sample
Line Profile Sample 6 for Lines 59	Lines 59 Profile Sample	1241.11	 60	59	0.447	5	0.336	Line Profile Sample
Line Profile Sample 7 for Lines 59	Lines 59 Profile Sample	1221.22	 60	59	0.536	6	0.404	Line Profile Sample
Line Profile Sample 8 for Lines 59	Lines 59 Profile Sample	1192.66	 60	59	0.626	7	0.471	Line Profile Sample
Line Profile Sample 9 for Lines 59	Lines 59 Profile Sample	1187.21	 60	59	0.715	8	0.538	Line Profile Sample
Line Profile Sample 10 for Lines 59	Lines 59 Profile Sample	1163.54	 60	59	0.804	9	0.605	Line Profile Sample
Line Profile Sample 11 for Lines 59	Lines 59 Profile Sample	1145.29	 60	59	0.894	10	0.673	Line Profile Sample
Line Profile Sample 12 for Lines 59	Lines 59 Profile Sample	1155.34	 60	59	0.983	11	0.74	Line Profile Sample
Line Profile Sample 13 for Lines 59	Lines 59 Profile Sample	1229.82	 60	59	1.07	12	0.807	Line Profile Sample
Line Profile Sample 14 for Lines 59	Lines 59 Profile Sample	1332.2	 60	59	1.16	13	0.874	Line Profile Sample
Line Profile Sample 15 for Lines 59	Lines 59 Profile Sample	1362.5	 60	59	1.25	14	0.942	Line Profile Sample
Line Profile Sample 16 for Lines 59	Lines 59 Profile Sample	1331	 60	59	1.33	14.87	1	Line Profile Sample
