
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 7	Lines 7 Profile Sample	1368	 27	7	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 7	Lines 7 Profile Sample	1409.97	 27	7	0.0894	1	0.053	Line Profile Sample
Line Profile Sample 3 for Lines 7	Lines 7 Profile Sample	1449.39	 27	7	0.179	2	0.106	Line Profile Sample
Line Profile Sample 4 for Lines 7	Lines 7 Profile Sample	1459.99	 27	7	0.268	3	0.159	Line Profile Sample
Line Profile Sample 5 for Lines 7	Lines 7 Profile Sample	1478.9	 27	7	0.357	4	0.212	Line Profile Sample
Line Profile Sample 6 for Lines 7	Lines 7 Profile Sample	1519.48	 27	7	0.447	5	0.265	Line Profile Sample
Line Profile Sample 7 for Lines 7	Lines 7 Profile Sample	1560.41	 27	7	0.536	6	0.318	Line Profile Sample
Line Profile Sample 8 for Lines 7	Lines 7 Profile Sample	1512.82	 27	7	0.626	7	0.371	Line Profile Sample
Line Profile Sample 9 for Lines 7	Lines 7 Profile Sample	1577.29	 27	7	0.715	8	0.424	Line Profile Sample
Line Profile Sample 10 for Lines 7	Lines 7 Profile Sample	1550.52	 27	7	0.804	9	0.477	Line Profile Sample
Line Profile Sample 11 for Lines 7	Lines 7 Profile Sample	1520.3	 27	7	0.894	10	0.53	Line Profile Sample
Line Profile Sample 12 for Lines 7	Lines 7 Profile Sample	1498.54	 27	7	0.983	11	0.583	Line Profile Sample
Line Profile Sample 13 for Lines 7	Lines 7 Profile Sample	1477.62	 27	7	1.07	12	0.636	Line Profile Sample
Line Profile Sample 14 for Lines 7	Lines 7 Profile Sample	1497.4	 27	7	1.16	13	0.689	Line Profile Sample
Line Profile Sample 15 for Lines 7	Lines 7 Profile Sample	1502.06	 27	7	1.25	14	0.742	Line Profile Sample
Line Profile Sample 16 for Lines 7	Lines 7 Profile Sample	1480.92	 27	7	1.34	15	0.795	Line Profile Sample
Line Profile Sample 17 for Lines 7	Lines 7 Profile Sample	1458.57	 27	7	1.43	16	0.848	Line Profile Sample
Line Profile Sample 18 for Lines 7	Lines 7 Profile Sample	1412.7	 27	7	1.52	17	0.901	Line Profile Sample
Line Profile Sample 19 for Lines 7	Lines 7 Profile Sample	1340.53	 27	7	1.61	18	0.954	Line Profile Sample
Line Profile Sample 20 for Lines 7	Lines 7 Profile Sample	1248	 27	7	1.69	18.87	1	Line Profile Sample
