
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 21	Lines 21 Profile Sample	1584		21	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 21	Lines 21 Profile Sample	1611.5		21	0.0894	1	0.045	Line Profile Sample
Line Profile Sample 3 for Lines 21	Lines 21 Profile Sample	1574.59		21	0.179	2	0.0901	Line Profile Sample
Line Profile Sample 4 for Lines 21	Lines 21 Profile Sample	1552.3		21	0.268	3	0.135	Line Profile Sample
Line Profile Sample 5 for Lines 21	Lines 21 Profile Sample	1515.37		21	0.357	4	0.18	Line Profile Sample
Line Profile Sample 6 for Lines 21	Lines 21 Profile Sample	1502.43		21	0.447	5	0.225	Line Profile Sample
Line Profile Sample 7 for Lines 21	Lines 21 Profile Sample	1462.77		21	0.536	6	0.27	Line Profile Sample
Line Profile Sample 8 for Lines 21	Lines 21 Profile Sample	1454.12		21	0.626	7	0.315	Line Profile Sample
Line Profile Sample 9 for Lines 21	Lines 21 Profile Sample	1455.04		21	0.715	8	0.36	Line Profile Sample
Line Profile Sample 10 for Lines 21	Lines 21 Profile Sample	1467.33		21	0.804	9	0.405	Line Profile Sample
Line Profile Sample 11 for Lines 21	Lines 21 Profile Sample	1454.71		21	0.894	10	0.45	Line Profile Sample
Line Profile Sample 12 for Lines 21	Lines 21 Profile Sample	1454.58		21	0.983	11	0.495	Line Profile Sample
Line Profile Sample 13 for Lines 21	Lines 21 Profile Sample	1438.23		21	1.07	12	0.54	Line Profile Sample
Line Profile Sample 14 for Lines 21	Lines 21 Profile Sample	1456.92		21	1.16	13	0.585	Line Profile Sample
Line Profile Sample 15 for Lines 21	Lines 21 Profile Sample	1455.17		21	1.25	14	0.631	Line Profile Sample
Line Profile Sample 16 for Lines 21	Lines 21 Profile Sample	1439.73		21	1.34	15	0.676	Line Profile Sample
Line Profile Sample 17 for Lines 21	Lines 21 Profile Sample	1399.37		21	1.43	16	0.721	Line Profile Sample
Line Profile Sample 18 for Lines 21	Lines 21 Profile Sample	1414.64		21	1.52	17	0.766	Line Profile Sample
Line Profile Sample 19 for Lines 21	Lines 21 Profile Sample	1446.23		21	1.61	18	0.811	Line Profile Sample
Line Profile Sample 20 for Lines 21	Lines 21 Profile Sample	1457.29		21	1.7	19	0.856	Line Profile Sample
Line Profile Sample 21 for Lines 21	Lines 21 Profile Sample	1491.4		21	1.79	20	0.901	Line Profile Sample
Line Profile Sample 22 for Lines 21	Lines 21 Profile Sample	1570.35		21	1.88	21	0.946	Line Profile Sample
Line Profile Sample 23 for Lines 21	Lines 21 Profile Sample	1677.64		21	1.97	22	0.991	Line Profile Sample
Line Profile Sample 24 for Lines 21	Lines 21 Profile Sample	1702		21	1.98	22.2	1	Line Profile Sample
