
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 17	Lines 17 Profile Sample	1478	 27	17	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 17	Lines 17 Profile Sample	1483.57	 27	17	0.0894	1	0.0421	Line Profile Sample
Line Profile Sample 3 for Lines 17	Lines 17 Profile Sample	1485.14	 27	17	0.179	2	0.0841	Line Profile Sample
Line Profile Sample 4 for Lines 17	Lines 17 Profile Sample	1495.61	 27	17	0.268	3	0.126	Line Profile Sample
Line Profile Sample 5 for Lines 17	Lines 17 Profile Sample	1515.81	 27	17	0.357	4	0.168	Line Profile Sample
Line Profile Sample 6 for Lines 17	Lines 17 Profile Sample	1525.59	 27	17	0.447	5	0.21	Line Profile Sample
Line Profile Sample 7 for Lines 17	Lines 17 Profile Sample	1495.32	 27	17	0.536	6	0.252	Line Profile Sample
Line Profile Sample 8 for Lines 17	Lines 17 Profile Sample	1479.81	 27	17	0.626	7	0.294	Line Profile Sample
Line Profile Sample 9 for Lines 17	Lines 17 Profile Sample	1472.55	 27	17	0.715	8	0.337	Line Profile Sample
Line Profile Sample 10 for Lines 17	Lines 17 Profile Sample	1492.57	 27	17	0.804	9	0.379	Line Profile Sample
Line Profile Sample 11 for Lines 17	Lines 17 Profile Sample	1554.03	 27	17	0.894	10	0.421	Line Profile Sample
Line Profile Sample 12 for Lines 17	Lines 17 Profile Sample	1626.73	 27	17	0.983	11	0.463	Line Profile Sample
Line Profile Sample 13 for Lines 17	Lines 17 Profile Sample	1670.08	 27	17	1.07	12	0.505	Line Profile Sample
Line Profile Sample 14 for Lines 17	Lines 17 Profile Sample	1709.19	 27	17	1.16	13	0.547	Line Profile Sample
Line Profile Sample 15 for Lines 17	Lines 17 Profile Sample	1667.19	 27	17	1.25	14	0.589	Line Profile Sample
Line Profile Sample 16 for Lines 17	Lines 17 Profile Sample	1639.96	 27	17	1.34	15	0.631	Line Profile Sample
Line Profile Sample 17 for Lines 17	Lines 17 Profile Sample	1567.48	 27	17	1.43	16	0.673	Line Profile Sample
Line Profile Sample 18 for Lines 17	Lines 17 Profile Sample	1518.98	 27	17	1.52	17	0.715	Line Profile Sample
Line Profile Sample 19 for Lines 17	Lines 17 Profile Sample	1474.34	 27	17	1.61	18	0.757	Line Profile Sample
Line Profile Sample 20 for Lines 17	Lines 17 Profile Sample	1426.9	 27	17	1.7	19	0.799	Line Profile Sample
Line Profile Sample 21 for Lines 17	Lines 17 Profile Sample	1393.4	 27	17	1.79	20	0.841	Line Profile Sample
Line Profile Sample 22 for Lines 17	Lines 17 Profile Sample	1351.68	 27	17	1.88	21	0.883	Line Profile Sample
Line Profile Sample 23 for Lines 17	Lines 17 Profile Sample	1310.48	 27	17	1.97	22	0.926	Line Profile Sample
Line Profile Sample 24 for Lines 17	Lines 17 Profile Sample	1284.05	 27	17	2.06	23	0.968	Line Profile Sample
Line Profile Sample 25 for Lines 17	Lines 17 Profile Sample	1268	 27	17	2.12	23.77	1	Line Profile Sample
