
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 9	Lines 9 Profile Sample	1447		9	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 9	Lines 9 Profile Sample	1468.06		9	0.0894	1	0.0359	Line Profile Sample
Line Profile Sample 3 for Lines 9	Lines 9 Profile Sample	1455.48		9	0.179	2	0.0718	Line Profile Sample
Line Profile Sample 4 for Lines 9	Lines 9 Profile Sample	1446.63		9	0.268	3	0.108	Line Profile Sample
Line Profile Sample 5 for Lines 9	Lines 9 Profile Sample	1441.65		9	0.357	4	0.144	Line Profile Sample
Line Profile Sample 6 for Lines 9	Lines 9 Profile Sample	1433.47		9	0.447	5	0.179	Line Profile Sample
Line Profile Sample 7 for Lines 9	Lines 9 Profile Sample	1425.35		9	0.536	6	0.215	Line Profile Sample
Line Profile Sample 8 for Lines 9	Lines 9 Profile Sample	1422.5		9	0.626	7	0.251	Line Profile Sample
Line Profile Sample 9 for Lines 9	Lines 9 Profile Sample	1421.52		9	0.715	8	0.287	Line Profile Sample
Line Profile Sample 10 for Lines 9	Lines 9 Profile Sample	1424.26		9	0.804	9	0.323	Line Profile Sample
Line Profile Sample 11 for Lines 9	Lines 9 Profile Sample	1408.79		9	0.894	10	0.359	Line Profile Sample
Line Profile Sample 12 for Lines 9	Lines 9 Profile Sample	1399.15		9	0.983	11	0.395	Line Profile Sample
Line Profile Sample 13 for Lines 9	Lines 9 Profile Sample	1405.14		9	1.07	12	0.431	Line Profile Sample
Line Profile Sample 14 for Lines 9	Lines 9 Profile Sample	1411.25		9	1.16	13	0.467	Line Profile Sample
Line Profile Sample 15 for Lines 9	Lines 9 Profile Sample	1408.44		9	1.25	14	0.503	Line Profile Sample
Line Profile Sample 16 for Lines 9	Lines 9 Profile Sample	1391.07		9	1.34	15	0.538	Line Profile Sample
Line Profile Sample 17 for Lines 9	Lines 9 Profile Sample	1367.16		9	1.43	16	0.574	Line Profile Sample
Line Profile Sample 18 for Lines 9	Lines 9 Profile Sample	1385.31		9	1.52	17	0.61	Line Profile Sample
Line Profile Sample 19 for Lines 9	Lines 9 Profile Sample	1396.82		9	1.61	18	0.646	Line Profile Sample
Line Profile Sample 20 for Lines 9	Lines 9 Profile Sample	1383.27		9	1.7	19	0.682	Line Profile Sample
Line Profile Sample 21 for Lines 9	Lines 9 Profile Sample	1383.57		9	1.79	20	0.718	Line Profile Sample
Line Profile Sample 22 for Lines 9	Lines 9 Profile Sample	1406		9	1.88	21	0.754	Line Profile Sample
Line Profile Sample 23 for Lines 9	Lines 9 Profile Sample	1416.91		9	1.97	22	0.79	Line Profile Sample
Line Profile Sample 24 for Lines 9	Lines 9 Profile Sample	1400.57		9	2.06	23	0.826	Line Profile Sample
Line Profile Sample 25 for Lines 9	Lines 9 Profile Sample	1383.42		9	2.14	24	0.862	Line Profile Sample
Line Profile Sample 26 for Lines 9	Lines 9 Profile Sample	1368.56		9	2.23	25	0.897	Line Profile Sample
Line Profile Sample 27 for Lines 9	Lines 9 Profile Sample	1385.32		9	2.32	26	0.933	Line Profile Sample
Line Profile Sample 28 for Lines 9	Lines 9 Profile Sample	1414.28		9	2.41	27	0.969	Line Profile Sample
Line Profile Sample 29 for Lines 9	Lines 9 Profile Sample	1449		9	2.49	27.86	1	Line Profile Sample
