
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 49	Lines 49 Profile Sample	1257	 57	49	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 49	Lines 49 Profile Sample	1179.27	 57	49	0.0894	1	0.0405	Line Profile Sample
Line Profile Sample 3 for Lines 49	Lines 49 Profile Sample	1140.99	 57	49	0.179	2	0.081	Line Profile Sample
Line Profile Sample 4 for Lines 49	Lines 49 Profile Sample	1121.91	 57	49	0.268	3	0.121	Line Profile Sample
Line Profile Sample 5 for Lines 49	Lines 49 Profile Sample	1094.3	 57	49	0.357	4	0.162	Line Profile Sample
Line Profile Sample 6 for Lines 49	Lines 49 Profile Sample	1079.08	 57	49	0.447	5	0.202	Line Profile Sample
Line Profile Sample 7 for Lines 49	Lines 49 Profile Sample	1069.12	 57	49	0.536	6	0.243	Line Profile Sample
Line Profile Sample 8 for Lines 49	Lines 49 Profile Sample	1067.58	 57	49	0.626	7	0.283	Line Profile Sample
Line Profile Sample 9 for Lines 49	Lines 49 Profile Sample	1065.74	 57	49	0.715	8	0.324	Line Profile Sample
Line Profile Sample 10 for Lines 49	Lines 49 Profile Sample	1053.31	 57	49	0.804	9	0.364	Line Profile Sample
Line Profile Sample 11 for Lines 49	Lines 49 Profile Sample	1060.56	 57	49	0.894	10	0.405	Line Profile Sample
Line Profile Sample 12 for Lines 49	Lines 49 Profile Sample	1066.74	 57	49	0.983	11	0.445	Line Profile Sample
Line Profile Sample 13 for Lines 49	Lines 49 Profile Sample	1043.96	 57	49	1.07	12	0.486	Line Profile Sample
Line Profile Sample 14 for Lines 49	Lines 49 Profile Sample	1040.62	 57	49	1.16	13	0.526	Line Profile Sample
Line Profile Sample 15 for Lines 49	Lines 49 Profile Sample	1027.65	 57	49	1.25	14	0.567	Line Profile Sample
Line Profile Sample 16 for Lines 49	Lines 49 Profile Sample	1029.83	 57	49	1.34	15	0.607	Line Profile Sample
Line Profile Sample 17 for Lines 49	Lines 49 Profile Sample	1040.87	 57	49	1.43	16	0.648	Line Profile Sample
Line Profile Sample 18 for Lines 49	Lines 49 Profile Sample	1095.48	 57	49	1.52	17	0.688	Line Profile Sample
Line Profile Sample 19 for Lines 49	Lines 49 Profile Sample	1139.71	 57	49	1.61	18	0.729	Line Profile Sample
Line Profile Sample 20 for Lines 49	Lines 49 Profile Sample	1171.51	 57	49	1.7	19	0.769	Line Profile Sample
Line Profile Sample 21 for Lines 49	Lines 49 Profile Sample	1205.63	 57	49	1.79	20	0.81	Line Profile Sample
Line Profile Sample 22 for Lines 49	Lines 49 Profile Sample	1213.84	 57	49	1.88	21	0.85	Line Profile Sample
Line Profile Sample 23 for Lines 49	Lines 49 Profile Sample	1162.89	 57	49	1.97	22	0.891	Line Profile Sample
Line Profile Sample 24 for Lines 49	Lines 49 Profile Sample	1145.39	 57	49	2.06	23	0.931	Line Profile Sample
Line Profile Sample 25 for Lines 49	Lines 49 Profile Sample	1151.59	 57	49	2.14	24	0.972	Line Profile Sample
Line Profile Sample 26 for Lines 49	Lines 49 Profile Sample	1137	 57	49	2.21	24.7	1	Line Profile Sample
