
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 3	Lines 3 Profile Sample	1547		3	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 3	Lines 3 Profile Sample	1517.98		3	0.0894	1	0.0328	Line Profile Sample
Line Profile Sample 3 for Lines 3	Lines 3 Profile Sample	1496.67		3	0.179	2	0.0655	Line Profile Sample
Line Profile Sample 4 for Lines 3	Lines 3 Profile Sample	1489.8		3	0.268	3	0.0983	Line Profile Sample
Line Profile Sample 5 for Lines 3	Lines 3 Profile Sample	1481.03		3	0.357	4	0.131	Line Profile Sample
Line Profile Sample 6 for Lines 3	Lines 3 Profile Sample	1451.81		3	0.447	5	0.164	Line Profile Sample
Line Profile Sample 7 for Lines 3	Lines 3 Profile Sample	1407.73		3	0.536	6	0.197	Line Profile Sample
Line Profile Sample 8 for Lines 3	Lines 3 Profile Sample	1391.46		3	0.626	7	0.229	Line Profile Sample
Line Profile Sample 9 for Lines 3	Lines 3 Profile Sample	1395.12		3	0.715	8	0.262	Line Profile Sample
Line Profile Sample 10 for Lines 3	Lines 3 Profile Sample	1388.16		3	0.804	9	0.295	Line Profile Sample
Line Profile Sample 11 for Lines 3	Lines 3 Profile Sample	1396.3		3	0.894	10	0.328	Line Profile Sample
Line Profile Sample 12 for Lines 3	Lines 3 Profile Sample	1380.25		3	0.983	11	0.36	Line Profile Sample
Line Profile Sample 13 for Lines 3	Lines 3 Profile Sample	1368.82		3	1.07	12	0.393	Line Profile Sample
Line Profile Sample 14 for Lines 3	Lines 3 Profile Sample	1364.26		3	1.16	13	0.426	Line Profile Sample
Line Profile Sample 15 for Lines 3	Lines 3 Profile Sample	1367.34		3	1.25	14	0.459	Line Profile Sample
Line Profile Sample 16 for Lines 3	Lines 3 Profile Sample	1350.77		3	1.34	15	0.491	Line Profile Sample
Line Profile Sample 17 for Lines 3	Lines 3 Profile Sample	1368.02		3	1.43	16	0.524	Line Profile Sample
Line Profile Sample 18 for Lines 3	Lines 3 Profile Sample	1376.32		3	1.52	17	0.557	Line Profile Sample
Line Profile Sample 19 for Lines 3	Lines 3 Profile Sample	1381.48		3	1.61	18	0.59	Line Profile Sample
Line Profile Sample 20 for Lines 3	Lines 3 Profile Sample	1384.33		3	1.7	19	0.622	Line Profile Sample
Line Profile Sample 21 for Lines 3	Lines 3 Profile Sample	1408.72		3	1.79	20	0.655	Line Profile Sample
Line Profile Sample 22 for Lines 3	Lines 3 Profile Sample	1443.68		3	1.88	21	0.688	Line Profile Sample
Line Profile Sample 23 for Lines 3	Lines 3 Profile Sample	1425.33		3	1.97	22	0.721	Line Profile Sample
Line Profile Sample 24 for Lines 3	Lines 3 Profile Sample	1429.69		3	2.06	23	0.753	Line Profile Sample
Line Profile Sample 25 for Lines 3	Lines 3 Profile Sample	1434.4		3	2.14	24	0.786	Line Profile Sample
Line Profile Sample 26 for Lines 3	Lines 3 Profile Sample	1439.8		3	2.23	25	0.819	Line Profile Sample
Line Profile Sample 27 for Lines 3	Lines 3 Profile Sample	1505.52		3	2.32	26	0.852	Line Profile Sample
Line Profile Sample 28 for Lines 3	Lines 3 Profile Sample	1590.32		3	2.41	27	0.884	Line Profile Sample
Line Profile Sample 29 for Lines 3	Lines 3 Profile Sample	1645.63		3	2.5	28	0.917	Line Profile Sample
Line Profile Sample 30 for Lines 3	Lines 3 Profile Sample	1740.21		3	2.59	29	0.95	Line Profile Sample
Line Profile Sample 31 for Lines 3	Lines 3 Profile Sample	1749.9		3	2.68	30	0.983	Line Profile Sample
Line Profile Sample 32 for Lines 3	Lines 3 Profile Sample	1734		3	2.73	30.53	1	Line Profile Sample
