
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 18	Lines 18 Profile Sample	1300		18	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 18	Lines 18 Profile Sample	1351.66		18	0.0894	1	0.047	Line Profile Sample
Line Profile Sample 3 for Lines 18	Lines 18 Profile Sample	1420.01		18	0.179	2	0.0941	Line Profile Sample
Line Profile Sample 4 for Lines 18	Lines 18 Profile Sample	1447.85		18	0.268	3	0.141	Line Profile Sample
Line Profile Sample 5 for Lines 18	Lines 18 Profile Sample	1423.78		18	0.357	4	0.188	Line Profile Sample
Line Profile Sample 6 for Lines 18	Lines 18 Profile Sample	1358.16		18	0.447	5	0.235	Line Profile Sample
Line Profile Sample 7 for Lines 18	Lines 18 Profile Sample	1363.39		18	0.536	6	0.282	Line Profile Sample
Line Profile Sample 8 for Lines 18	Lines 18 Profile Sample	1357.61		18	0.626	7	0.329	Line Profile Sample
Line Profile Sample 9 for Lines 18	Lines 18 Profile Sample	1345.3		18	0.715	8	0.376	Line Profile Sample
Line Profile Sample 10 for Lines 18	Lines 18 Profile Sample	1347.7		18	0.804	9	0.423	Line Profile Sample
Line Profile Sample 11 for Lines 18	Lines 18 Profile Sample	1334.11		18	0.894	10	0.47	Line Profile Sample
Line Profile Sample 12 for Lines 18	Lines 18 Profile Sample	1319.65		18	0.983	11	0.517	Line Profile Sample
Line Profile Sample 13 for Lines 18	Lines 18 Profile Sample	1325.91		18	1.07	12	0.564	Line Profile Sample
Line Profile Sample 14 for Lines 18	Lines 18 Profile Sample	1328.82		18	1.16	13	0.611	Line Profile Sample
Line Profile Sample 15 for Lines 18	Lines 18 Profile Sample	1312.44		18	1.25	14	0.659	Line Profile Sample
Line Profile Sample 16 for Lines 18	Lines 18 Profile Sample	1304.76		18	1.34	15	0.706	Line Profile Sample
Line Profile Sample 17 for Lines 18	Lines 18 Profile Sample	1330.79		18	1.43	16	0.753	Line Profile Sample
Line Profile Sample 18 for Lines 18	Lines 18 Profile Sample	1341.42		18	1.52	17	0.8	Line Profile Sample
Line Profile Sample 19 for Lines 18	Lines 18 Profile Sample	1361.41		18	1.61	18	0.847	Line Profile Sample
Line Profile Sample 20 for Lines 18	Lines 18 Profile Sample	1429.2		18	1.7	19	0.894	Line Profile Sample
Line Profile Sample 21 for Lines 18	Lines 18 Profile Sample	1504.63		18	1.79	20	0.941	Line Profile Sample
Line Profile Sample 22 for Lines 18	Lines 18 Profile Sample	1552.13		18	1.88	21	0.988	Line Profile Sample
Line Profile Sample 23 for Lines 18	Lines 18 Profile Sample	1565		18	1.9	21.26	1	Line Profile Sample
