
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 28	Lines 28 Profile Sample	1571		28	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 28	Lines 28 Profile Sample	1567.42		28	0.0894	1	0.0416	Line Profile Sample
Line Profile Sample 3 for Lines 28	Lines 28 Profile Sample	1552.28		28	0.179	2	0.0833	Line Profile Sample
Line Profile Sample 4 for Lines 28	Lines 28 Profile Sample	1483.42		28	0.268	3	0.125	Line Profile Sample
Line Profile Sample 5 for Lines 28	Lines 28 Profile Sample	1425.86		28	0.357	4	0.167	Line Profile Sample
Line Profile Sample 6 for Lines 28	Lines 28 Profile Sample	1412.15		28	0.447	5	0.208	Line Profile Sample
Line Profile Sample 7 for Lines 28	Lines 28 Profile Sample	1395.59		28	0.536	6	0.25	Line Profile Sample
Line Profile Sample 8 for Lines 28	Lines 28 Profile Sample	1406.98		28	0.626	7	0.291	Line Profile Sample
Line Profile Sample 9 for Lines 28	Lines 28 Profile Sample	1384.15		28	0.715	8	0.333	Line Profile Sample
Line Profile Sample 10 for Lines 28	Lines 28 Profile Sample	1394.54		28	0.804	9	0.375	Line Profile Sample
Line Profile Sample 11 for Lines 28	Lines 28 Profile Sample	1382.19		28	0.894	10	0.416	Line Profile Sample
Line Profile Sample 12 for Lines 28	Lines 28 Profile Sample	1367.64		28	0.983	11	0.458	Line Profile Sample
Line Profile Sample 13 for Lines 28	Lines 28 Profile Sample	1365.53		28	1.07	12	0.5	Line Profile Sample
Line Profile Sample 14 for Lines 28	Lines 28 Profile Sample	1375.63		28	1.16	13	0.541	Line Profile Sample
Line Profile Sample 15 for Lines 28	Lines 28 Profile Sample	1371.05		28	1.25	14	0.583	Line Profile Sample
Line Profile Sample 16 for Lines 28	Lines 28 Profile Sample	1385.68		28	1.34	15	0.624	Line Profile Sample
Line Profile Sample 17 for Lines 28	Lines 28 Profile Sample	1367.26		28	1.43	16	0.666	Line Profile Sample
Line Profile Sample 18 for Lines 28	Lines 28 Profile Sample	1380.51		28	1.52	17	0.708	Line Profile Sample
Line Profile Sample 19 for Lines 28	Lines 28 Profile Sample	1403.41		28	1.61	18	0.749	Line Profile Sample
Line Profile Sample 20 for Lines 28	Lines 28 Profile Sample	1412.26		28	1.7	19	0.791	Line Profile Sample
Line Profile Sample 21 for Lines 28	Lines 28 Profile Sample	1401.18		28	1.79	20	0.833	Line Profile Sample
Line Profile Sample 22 for Lines 28	Lines 28 Profile Sample	1458.32		28	1.88	21	0.874	Line Profile Sample
Line Profile Sample 23 for Lines 28	Lines 28 Profile Sample	1483.06		28	1.97	22	0.916	Line Profile Sample
Line Profile Sample 24 for Lines 28	Lines 28 Profile Sample	1546.1		28	2.06	23	0.958	Line Profile Sample
Line Profile Sample 25 for Lines 28	Lines 28 Profile Sample	1590.1		28	2.14	24	0.999	Line Profile Sample
Line Profile Sample 26 for Lines 28	Lines 28 Profile Sample	1591		28	2.15	24.02	1	Line Profile Sample
