
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 64	Lines 64 Profile Sample	1274	 63	64	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 64	Lines 64 Profile Sample	1305.77	 63	64	0.0894	1	0.0552	Line Profile Sample
Line Profile Sample 3 for Lines 64	Lines 64 Profile Sample	1343.64	 63	64	0.179	2	0.11	Line Profile Sample
Line Profile Sample 4 for Lines 64	Lines 64 Profile Sample	1408.4	 63	64	0.268	3	0.166	Line Profile Sample
Line Profile Sample 5 for Lines 64	Lines 64 Profile Sample	1411.92	 63	64	0.357	4	0.221	Line Profile Sample
Line Profile Sample 6 for Lines 64	Lines 64 Profile Sample	1432.58	 63	64	0.447	5	0.276	Line Profile Sample
Line Profile Sample 7 for Lines 64	Lines 64 Profile Sample	1487.83	 63	64	0.536	6	0.331	Line Profile Sample
Line Profile Sample 8 for Lines 64	Lines 64 Profile Sample	1489.24	 63	64	0.626	7	0.387	Line Profile Sample
Line Profile Sample 9 for Lines 64	Lines 64 Profile Sample	1466.72	 63	64	0.715	8	0.442	Line Profile Sample
Line Profile Sample 10 for Lines 64	Lines 64 Profile Sample	1451.7	 63	64	0.804	9	0.497	Line Profile Sample
Line Profile Sample 11 for Lines 64	Lines 64 Profile Sample	1474.27	 63	64	0.894	10	0.552	Line Profile Sample
Line Profile Sample 12 for Lines 64	Lines 64 Profile Sample	1499	 63	64	0.983	11	0.607	Line Profile Sample
Line Profile Sample 13 for Lines 64	Lines 64 Profile Sample	1567.43	 63	64	1.07	12	0.663	Line Profile Sample
Line Profile Sample 14 for Lines 64	Lines 64 Profile Sample	1604.86	 63	64	1.16	13	0.718	Line Profile Sample
Line Profile Sample 15 for Lines 64	Lines 64 Profile Sample	1633.99	 63	64	1.25	14	0.773	Line Profile Sample
Line Profile Sample 16 for Lines 64	Lines 64 Profile Sample	1661.75	 63	64	1.34	15	0.828	Line Profile Sample
Line Profile Sample 17 for Lines 64	Lines 64 Profile Sample	1676.59	 63	64	1.43	16	0.883	Line Profile Sample
Line Profile Sample 18 for Lines 64	Lines 64 Profile Sample	1615.85	 63	64	1.52	17	0.939	Line Profile Sample
Line Profile Sample 19 for Lines 64	Lines 64 Profile Sample	1493.8	 63	64	1.61	18	0.994	Line Profile Sample
Line Profile Sample 20 for Lines 64	Lines 64 Profile Sample	1480	 63	64	1.62	18.11	1	Line Profile Sample
