
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	1249	 27	1	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	1382.04	 27	1	0.0894	1	0.0508	Line Profile Sample
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	1432.07	 27	1	0.179	2	0.102	Line Profile Sample
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	1490.68	 27	1	0.268	3	0.152	Line Profile Sample
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	1530.07	 27	1	0.357	4	0.203	Line Profile Sample
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	1530.09	 27	1	0.447	5	0.254	Line Profile Sample
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	1586.56	 27	1	0.536	6	0.305	Line Profile Sample
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	1647.67	 27	1	0.626	7	0.355	Line Profile Sample
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	1715.18	 27	1	0.715	8	0.406	Line Profile Sample
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	1785.13	 27	1	0.804	9	0.457	Line Profile Sample
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	1824.74	 27	1	0.894	10	0.508	Line Profile Sample
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	1835.93	 27	1	0.983	11	0.558	Line Profile Sample
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	1897.69	 27	1	1.07	12	0.609	Line Profile Sample
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	1936.11	 27	1	1.16	13	0.66	Line Profile Sample
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	1928.84	 27	1	1.25	14	0.711	Line Profile Sample
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	1899.03	 27	1	1.34	15	0.762	Line Profile Sample
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	1874.82	 27	1	1.43	16	0.812	Line Profile Sample
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	1827.22	 27	1	1.52	17	0.863	Line Profile Sample
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	1740.77	 27	1	1.61	18	0.914	Line Profile Sample
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	1587.48	 27	1	1.7	19	0.965	Line Profile Sample
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	1471	 27	1	1.76	19.7	1	Line Profile Sample
