
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 12	Lines 12 Profile Sample	912	 62	12	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 12	Lines 12 Profile Sample	906.67	 62	12	0.0894	1	0.0466	Line Profile Sample
Line Profile Sample 3 for Lines 12	Lines 12 Profile Sample	894.24	 62	12	0.179	2	0.0931	Line Profile Sample
Line Profile Sample 4 for Lines 12	Lines 12 Profile Sample	883.9	 62	12	0.268	3	0.14	Line Profile Sample
Line Profile Sample 5 for Lines 12	Lines 12 Profile Sample	898.91	 62	12	0.357	4	0.186	Line Profile Sample
Line Profile Sample 6 for Lines 12	Lines 12 Profile Sample	935.53	 62	12	0.447	5	0.233	Line Profile Sample
Line Profile Sample 7 for Lines 12	Lines 12 Profile Sample	952.29	 62	12	0.536	6	0.279	Line Profile Sample
Line Profile Sample 8 for Lines 12	Lines 12 Profile Sample	956.58	 62	12	0.626	7	0.326	Line Profile Sample
Line Profile Sample 9 for Lines 12	Lines 12 Profile Sample	961.63	 62	12	0.715	8	0.373	Line Profile Sample
Line Profile Sample 10 for Lines 12	Lines 12 Profile Sample	944.8	 62	12	0.804	9	0.419	Line Profile Sample
Line Profile Sample 11 for Lines 12	Lines 12 Profile Sample	950.14	 62	12	0.894	10	0.466	Line Profile Sample
Line Profile Sample 12 for Lines 12	Lines 12 Profile Sample	948.54	 62	12	0.983	11	0.512	Line Profile Sample
Line Profile Sample 13 for Lines 12	Lines 12 Profile Sample	958.63	 62	12	1.07	12	0.559	Line Profile Sample
Line Profile Sample 14 for Lines 12	Lines 12 Profile Sample	963.1	 62	12	1.16	13	0.605	Line Profile Sample
Line Profile Sample 15 for Lines 12	Lines 12 Profile Sample	964.39	 62	12	1.25	14	0.652	Line Profile Sample
Line Profile Sample 16 for Lines 12	Lines 12 Profile Sample	955.18	 62	12	1.34	15	0.699	Line Profile Sample
Line Profile Sample 17 for Lines 12	Lines 12 Profile Sample	946.99	 62	12	1.43	16	0.745	Line Profile Sample
Line Profile Sample 18 for Lines 12	Lines 12 Profile Sample	974.72	 62	12	1.52	17	0.792	Line Profile Sample
Line Profile Sample 19 for Lines 12	Lines 12 Profile Sample	977.13	 62	12	1.61	18	0.838	Line Profile Sample
Line Profile Sample 20 for Lines 12	Lines 12 Profile Sample	1019.48	 62	12	1.7	19	0.885	Line Profile Sample
Line Profile Sample 21 for Lines 12	Lines 12 Profile Sample	1025.34	 62	12	1.79	20	0.931	Line Profile Sample
Line Profile Sample 22 for Lines 12	Lines 12 Profile Sample	999.97	 62	12	1.88	21	0.978	Line Profile Sample
Line Profile Sample 23 for Lines 12	Lines 12 Profile Sample	984	 62	12	1.92	21.47	1	Line Profile Sample
