
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 41	Lines 41 Profile Sample	1852	 60	41	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 41	Lines 41 Profile Sample	1808.96	 60	41	0.0894	1	0.0322	Line Profile Sample
Line Profile Sample 3 for Lines 41	Lines 41 Profile Sample	1754.68	 60	41	0.179	2	0.0645	Line Profile Sample
Line Profile Sample 4 for Lines 41	Lines 41 Profile Sample	1710.09	 60	41	0.268	3	0.0967	Line Profile Sample
Line Profile Sample 5 for Lines 41	Lines 41 Profile Sample	1688.68	 60	41	0.357	4	0.129	Line Profile Sample
Line Profile Sample 6 for Lines 41	Lines 41 Profile Sample	1704.22	 60	41	0.447	5	0.161	Line Profile Sample
Line Profile Sample 7 for Lines 41	Lines 41 Profile Sample	1705.56	 60	41	0.536	6	0.193	Line Profile Sample
Line Profile Sample 8 for Lines 41	Lines 41 Profile Sample	1670.03	 60	41	0.626	7	0.226	Line Profile Sample
Line Profile Sample 9 for Lines 41	Lines 41 Profile Sample	1640.33	 60	41	0.715	8	0.258	Line Profile Sample
Line Profile Sample 10 for Lines 41	Lines 41 Profile Sample	1653.4	 60	41	0.804	9	0.29	Line Profile Sample
Line Profile Sample 11 for Lines 41	Lines 41 Profile Sample	1668.73	 60	41	0.894	10	0.322	Line Profile Sample
Line Profile Sample 12 for Lines 41	Lines 41 Profile Sample	1655.07	 60	41	0.983	11	0.355	Line Profile Sample
Line Profile Sample 13 for Lines 41	Lines 41 Profile Sample	1664.56	 60	41	1.07	12	0.387	Line Profile Sample
Line Profile Sample 14 for Lines 41	Lines 41 Profile Sample	1658.97	 60	41	1.16	13	0.419	Line Profile Sample
Line Profile Sample 15 for Lines 41	Lines 41 Profile Sample	1647.93	 60	41	1.25	14	0.451	Line Profile Sample
Line Profile Sample 16 for Lines 41	Lines 41 Profile Sample	1627.8	 60	41	1.34	15	0.484	Line Profile Sample
Line Profile Sample 17 for Lines 41	Lines 41 Profile Sample	1628.23	 60	41	1.43	16	0.516	Line Profile Sample
Line Profile Sample 18 for Lines 41	Lines 41 Profile Sample	1587.86	 60	41	1.52	17	0.548	Line Profile Sample
Line Profile Sample 19 for Lines 41	Lines 41 Profile Sample	1582.38	 60	41	1.61	18	0.58	Line Profile Sample
Line Profile Sample 20 for Lines 41	Lines 41 Profile Sample	1554.26	 60	41	1.7	19	0.613	Line Profile Sample
Line Profile Sample 21 for Lines 41	Lines 41 Profile Sample	1523.92	 60	41	1.79	20	0.645	Line Profile Sample
Line Profile Sample 22 for Lines 41	Lines 41 Profile Sample	1492.31	 60	41	1.88	21	0.677	Line Profile Sample
Line Profile Sample 23 for Lines 41	Lines 41 Profile Sample	1482.07	 60	41	1.97	22	0.709	Line Profile Sample
Line Profile Sample 24 for Lines 41	Lines 41 Profile Sample	1462.89	 60	41	2.06	23	0.742	Line Profile Sample
Line Profile Sample 25 for Lines 41	Lines 41 Profile Sample	1452.59	 60	41	2.14	24	0.774	Line Profile Sample
Line Profile Sample 26 for Lines 41	Lines 41 Profile Sample	1461.6	 60	41	2.23	25	0.806	Line Profile Sample
Line Profile Sample 27 for Lines 41	Lines 41 Profile Sample	1472.81	 60	41	2.32	26	0.838	Line Profile Sample
Line Profile Sample 28 for Lines 41	Lines 41 Profile Sample	1478.82	 60	41	2.41	27	0.871	Line Profile Sample
Line Profile Sample 29 for Lines 41	Lines 41 Profile Sample	1493.16	 60	41	2.5	28	0.903	Line Profile Sample
Line Profile Sample 30 for Lines 41	Lines 41 Profile Sample	1506.14	 60	41	2.59	29	0.935	Line Profile Sample
Line Profile Sample 31 for Lines 41	Lines 41 Profile Sample	1491.51	 60	41	2.68	30	0.967	Line Profile Sample
Line Profile Sample 32 for Lines 41	Lines 41 Profile Sample	1547.23	 60	41	2.77	31	0.999	Line Profile Sample
Line Profile Sample 33 for Lines 41	Lines 41 Profile Sample	1548	 60	41	2.77	31.02	1	Line Profile Sample
