
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 16	Lines 16 Profile Sample	1102	 60	16	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 16	Lines 16 Profile Sample	1068.44	 60	16	0.0894	1	0.0297	Line Profile Sample
Line Profile Sample 3 for Lines 16	Lines 16 Profile Sample	1025.2	 60	16	0.179	2	0.0595	Line Profile Sample
Line Profile Sample 4 for Lines 16	Lines 16 Profile Sample	1003.39	 60	16	0.268	3	0.0892	Line Profile Sample
Line Profile Sample 5 for Lines 16	Lines 16 Profile Sample	1004.48	 60	16	0.357	4	0.119	Line Profile Sample
Line Profile Sample 6 for Lines 16	Lines 16 Profile Sample	1022.21	 60	16	0.447	5	0.149	Line Profile Sample
Line Profile Sample 7 for Lines 16	Lines 16 Profile Sample	1035.71	 60	16	0.536	6	0.178	Line Profile Sample
Line Profile Sample 8 for Lines 16	Lines 16 Profile Sample	1060.89	 60	16	0.626	7	0.208	Line Profile Sample
Line Profile Sample 9 for Lines 16	Lines 16 Profile Sample	1085.91	 60	16	0.715	8	0.238	Line Profile Sample
Line Profile Sample 10 for Lines 16	Lines 16 Profile Sample	1107.32	 60	16	0.804	9	0.268	Line Profile Sample
Line Profile Sample 11 for Lines 16	Lines 16 Profile Sample	1125.44	 60	16	0.894	10	0.297	Line Profile Sample
Line Profile Sample 12 for Lines 16	Lines 16 Profile Sample	1145.2	 60	16	0.983	11	0.327	Line Profile Sample
Line Profile Sample 13 for Lines 16	Lines 16 Profile Sample	1151.44	 60	16	1.07	12	0.357	Line Profile Sample
Line Profile Sample 14 for Lines 16	Lines 16 Profile Sample	1169.28	 60	16	1.16	13	0.387	Line Profile Sample
Line Profile Sample 15 for Lines 16	Lines 16 Profile Sample	1143.42	 60	16	1.25	14	0.416	Line Profile Sample
Line Profile Sample 16 for Lines 16	Lines 16 Profile Sample	1152.53	 60	16	1.34	15	0.446	Line Profile Sample
Line Profile Sample 17 for Lines 16	Lines 16 Profile Sample	1153.29	 60	16	1.43	16	0.476	Line Profile Sample
Line Profile Sample 18 for Lines 16	Lines 16 Profile Sample	1151.82	 60	16	1.52	17	0.506	Line Profile Sample
Line Profile Sample 19 for Lines 16	Lines 16 Profile Sample	1151.44	 60	16	1.61	18	0.535	Line Profile Sample
Line Profile Sample 20 for Lines 16	Lines 16 Profile Sample	1143.84	 60	16	1.7	19	0.565	Line Profile Sample
Line Profile Sample 21 for Lines 16	Lines 16 Profile Sample	1148.06	 60	16	1.79	20	0.595	Line Profile Sample
Line Profile Sample 22 for Lines 16	Lines 16 Profile Sample	1147.8	 60	16	1.88	21	0.625	Line Profile Sample
Line Profile Sample 23 for Lines 16	Lines 16 Profile Sample	1142.41	 60	16	1.97	22	0.654	Line Profile Sample
Line Profile Sample 24 for Lines 16	Lines 16 Profile Sample	1122.04	 60	16	2.06	23	0.684	Line Profile Sample
Line Profile Sample 25 for Lines 16	Lines 16 Profile Sample	1106.84	 60	16	2.14	24	0.714	Line Profile Sample
Line Profile Sample 26 for Lines 16	Lines 16 Profile Sample	1095.97	 60	16	2.23	25	0.744	Line Profile Sample
Line Profile Sample 27 for Lines 16	Lines 16 Profile Sample	1064.88	 60	16	2.32	26	0.773	Line Profile Sample
Line Profile Sample 28 for Lines 16	Lines 16 Profile Sample	1069.97	 60	16	2.41	27	0.803	Line Profile Sample
Line Profile Sample 29 for Lines 16	Lines 16 Profile Sample	1056.46	 60	16	2.5	28	0.833	Line Profile Sample
Line Profile Sample 30 for Lines 16	Lines 16 Profile Sample	1096.49	 60	16	2.59	29	0.863	Line Profile Sample
Line Profile Sample 31 for Lines 16	Lines 16 Profile Sample	1145.42	 60	16	2.68	30	0.892	Line Profile Sample
Line Profile Sample 32 for Lines 16	Lines 16 Profile Sample	1229.87	 60	16	2.77	31	0.922	Line Profile Sample
Line Profile Sample 33 for Lines 16	Lines 16 Profile Sample	1363.43	 60	16	2.86	32	0.952	Line Profile Sample
Line Profile Sample 34 for Lines 16	Lines 16 Profile Sample	1422.49	 60	16	2.95	33	0.982	Line Profile Sample
Line Profile Sample 35 for Lines 16	Lines 16 Profile Sample	1413	 60	16	3	33.62	1	Line Profile Sample
