
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 33	Lines 33 Profile Sample	1226	 60	33	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 33	Lines 33 Profile Sample	1393.81	 60	33	0.0894	1	0.0383	Line Profile Sample
Line Profile Sample 3 for Lines 33	Lines 33 Profile Sample	1439.42	 60	33	0.179	2	0.0767	Line Profile Sample
Line Profile Sample 4 for Lines 33	Lines 33 Profile Sample	1392.95	 60	33	0.268	3	0.115	Line Profile Sample
Line Profile Sample 5 for Lines 33	Lines 33 Profile Sample	1367.27	 60	33	0.357	4	0.153	Line Profile Sample
Line Profile Sample 6 for Lines 33	Lines 33 Profile Sample	1350.44	 60	33	0.447	5	0.192	Line Profile Sample
Line Profile Sample 7 for Lines 33	Lines 33 Profile Sample	1365.83	 60	33	0.536	6	0.23	Line Profile Sample
Line Profile Sample 8 for Lines 33	Lines 33 Profile Sample	1365.58	 60	33	0.626	7	0.268	Line Profile Sample
Line Profile Sample 9 for Lines 33	Lines 33 Profile Sample	1383.9	 60	33	0.715	8	0.307	Line Profile Sample
Line Profile Sample 10 for Lines 33	Lines 33 Profile Sample	1367.05	 60	33	0.804	9	0.345	Line Profile Sample
Line Profile Sample 11 for Lines 33	Lines 33 Profile Sample	1372.9	 60	33	0.894	10	0.383	Line Profile Sample
Line Profile Sample 12 for Lines 33	Lines 33 Profile Sample	1375.68	 60	33	0.983	11	0.422	Line Profile Sample
Line Profile Sample 13 for Lines 33	Lines 33 Profile Sample	1351.3	 60	33	1.07	12	0.46	Line Profile Sample
Line Profile Sample 14 for Lines 33	Lines 33 Profile Sample	1354.8	 60	33	1.16	13	0.499	Line Profile Sample
Line Profile Sample 15 for Lines 33	Lines 33 Profile Sample	1355.04	 60	33	1.25	14	0.537	Line Profile Sample
Line Profile Sample 16 for Lines 33	Lines 33 Profile Sample	1334.91	 60	33	1.34	15	0.575	Line Profile Sample
Line Profile Sample 17 for Lines 33	Lines 33 Profile Sample	1322.7	 60	33	1.43	16	0.614	Line Profile Sample
Line Profile Sample 18 for Lines 33	Lines 33 Profile Sample	1333.5	 60	33	1.52	17	0.652	Line Profile Sample
Line Profile Sample 19 for Lines 33	Lines 33 Profile Sample	1347.39	 60	33	1.61	18	0.69	Line Profile Sample
Line Profile Sample 20 for Lines 33	Lines 33 Profile Sample	1373.11	 60	33	1.7	19	0.729	Line Profile Sample
Line Profile Sample 21 for Lines 33	Lines 33 Profile Sample	1391.4	 60	33	1.79	20	0.767	Line Profile Sample
Line Profile Sample 22 for Lines 33	Lines 33 Profile Sample	1405.05	 60	33	1.88	21	0.805	Line Profile Sample
Line Profile Sample 23 for Lines 33	Lines 33 Profile Sample	1431.66	 60	33	1.97	22	0.844	Line Profile Sample
Line Profile Sample 24 for Lines 33	Lines 33 Profile Sample	1483.98	 60	33	2.06	23	0.882	Line Profile Sample
Line Profile Sample 25 for Lines 33	Lines 33 Profile Sample	1556.44	 60	33	2.14	24	0.92	Line Profile Sample
Line Profile Sample 26 for Lines 33	Lines 33 Profile Sample	1673.09	 60	33	2.23	25	0.959	Line Profile Sample
Line Profile Sample 27 for Lines 33	Lines 33 Profile Sample	1853.54	 60	33	2.32	26	0.997	Line Profile Sample
Line Profile Sample 28 for Lines 33	Lines 33 Profile Sample	1868	 60	33	2.33	26.08	1	Line Profile Sample
