
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 16	Lines 16 Profile Sample	1059	 58	16	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 16	Lines 16 Profile Sample	1105.89	 58	16	0.0894	1	0.0456	Line Profile Sample
Line Profile Sample 3 for Lines 16	Lines 16 Profile Sample	1123.09	 58	16	0.179	2	0.0912	Line Profile Sample
Line Profile Sample 4 for Lines 16	Lines 16 Profile Sample	1124.03	 58	16	0.268	3	0.137	Line Profile Sample
Line Profile Sample 5 for Lines 16	Lines 16 Profile Sample	1077.7	 58	16	0.357	4	0.182	Line Profile Sample
Line Profile Sample 6 for Lines 16	Lines 16 Profile Sample	1091.88	 58	16	0.447	5	0.228	Line Profile Sample
Line Profile Sample 7 for Lines 16	Lines 16 Profile Sample	1098.82	 58	16	0.536	6	0.274	Line Profile Sample
Line Profile Sample 8 for Lines 16	Lines 16 Profile Sample	1111.16	 58	16	0.626	7	0.319	Line Profile Sample
Line Profile Sample 9 for Lines 16	Lines 16 Profile Sample	1130.14	 58	16	0.715	8	0.365	Line Profile Sample
Line Profile Sample 10 for Lines 16	Lines 16 Profile Sample	1144.37	 58	16	0.804	9	0.41	Line Profile Sample
Line Profile Sample 11 for Lines 16	Lines 16 Profile Sample	1190.39	 58	16	0.894	10	0.456	Line Profile Sample
Line Profile Sample 12 for Lines 16	Lines 16 Profile Sample	1204.32	 58	16	0.983	11	0.502	Line Profile Sample
Line Profile Sample 13 for Lines 16	Lines 16 Profile Sample	1182.49	 58	16	1.07	12	0.547	Line Profile Sample
Line Profile Sample 14 for Lines 16	Lines 16 Profile Sample	1151.57	 58	16	1.16	13	0.593	Line Profile Sample
Line Profile Sample 15 for Lines 16	Lines 16 Profile Sample	1145.98	 58	16	1.25	14	0.638	Line Profile Sample
Line Profile Sample 16 for Lines 16	Lines 16 Profile Sample	1133.76	 58	16	1.34	15	0.684	Line Profile Sample
Line Profile Sample 17 for Lines 16	Lines 16 Profile Sample	1148.31	 58	16	1.43	16	0.73	Line Profile Sample
Line Profile Sample 18 for Lines 16	Lines 16 Profile Sample	1157	 58	16	1.52	17	0.775	Line Profile Sample
Line Profile Sample 19 for Lines 16	Lines 16 Profile Sample	1159.31	 58	16	1.61	18	0.821	Line Profile Sample
Line Profile Sample 20 for Lines 16	Lines 16 Profile Sample	1172.01	 58	16	1.7	19	0.866	Line Profile Sample
Line Profile Sample 21 for Lines 16	Lines 16 Profile Sample	1190.17	 58	16	1.79	20	0.912	Line Profile Sample
Line Profile Sample 22 for Lines 16	Lines 16 Profile Sample	1213.86	 58	16	1.88	21	0.958	Line Profile Sample
Line Profile Sample 23 for Lines 16	Lines 16 Profile Sample	1220	 58	16	1.96	21.93	1	Line Profile Sample
