
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 20	Lines 20 Profile Sample	1080	 60	20	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 20	Lines 20 Profile Sample	1163.62	 60	20	0.0894	1	0.0414	Line Profile Sample
Line Profile Sample 3 for Lines 20	Lines 20 Profile Sample	1169.62	 60	20	0.179	2	0.0828	Line Profile Sample
Line Profile Sample 4 for Lines 20	Lines 20 Profile Sample	1179.9	 60	20	0.268	3	0.124	Line Profile Sample
Line Profile Sample 5 for Lines 20	Lines 20 Profile Sample	1173.27	 60	20	0.357	4	0.166	Line Profile Sample
Line Profile Sample 6 for Lines 20	Lines 20 Profile Sample	1171.51	 60	20	0.447	5	0.207	Line Profile Sample
Line Profile Sample 7 for Lines 20	Lines 20 Profile Sample	1156.02	 60	20	0.536	6	0.248	Line Profile Sample
Line Profile Sample 8 for Lines 20	Lines 20 Profile Sample	1141.98	 60	20	0.626	7	0.29	Line Profile Sample
Line Profile Sample 9 for Lines 20	Lines 20 Profile Sample	1126.88	 60	20	0.715	8	0.331	Line Profile Sample
Line Profile Sample 10 for Lines 20	Lines 20 Profile Sample	1102.29	 60	20	0.804	9	0.372	Line Profile Sample
Line Profile Sample 11 for Lines 20	Lines 20 Profile Sample	1080.4	 60	20	0.894	10	0.414	Line Profile Sample
Line Profile Sample 12 for Lines 20	Lines 20 Profile Sample	1076.61	 60	20	0.983	11	0.455	Line Profile Sample
Line Profile Sample 13 for Lines 20	Lines 20 Profile Sample	1055.41	 60	20	1.07	12	0.497	Line Profile Sample
Line Profile Sample 14 for Lines 20	Lines 20 Profile Sample	1061.07	 60	20	1.16	13	0.538	Line Profile Sample
Line Profile Sample 15 for Lines 20	Lines 20 Profile Sample	1033.71	 60	20	1.25	14	0.579	Line Profile Sample
Line Profile Sample 16 for Lines 20	Lines 20 Profile Sample	1029.38	 60	20	1.34	15	0.621	Line Profile Sample
Line Profile Sample 17 for Lines 20	Lines 20 Profile Sample	1032.7	 60	20	1.43	16	0.662	Line Profile Sample
Line Profile Sample 18 for Lines 20	Lines 20 Profile Sample	1040.35	 60	20	1.52	17	0.703	Line Profile Sample
Line Profile Sample 19 for Lines 20	Lines 20 Profile Sample	1042.9	 60	20	1.61	18	0.745	Line Profile Sample
Line Profile Sample 20 for Lines 20	Lines 20 Profile Sample	1047.23	 60	20	1.7	19	0.786	Line Profile Sample
Line Profile Sample 21 for Lines 20	Lines 20 Profile Sample	1065.48	 60	20	1.79	20	0.828	Line Profile Sample
Line Profile Sample 22 for Lines 20	Lines 20 Profile Sample	1082.25	 60	20	1.88	21	0.869	Line Profile Sample
Line Profile Sample 23 for Lines 20	Lines 20 Profile Sample	1109.64	 60	20	1.97	22	0.91	Line Profile Sample
Line Profile Sample 24 for Lines 20	Lines 20 Profile Sample	1144.32	 60	20	2.06	23	0.952	Line Profile Sample
Line Profile Sample 25 for Lines 20	Lines 20 Profile Sample	1083.88	 60	20	2.14	24	0.993	Line Profile Sample
Line Profile Sample 26 for Lines 20	Lines 20 Profile Sample	1076	 60	20	2.16	24.17	1	Line Profile Sample
