
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 3	Lines 3 Profile Sample	165	 50	3	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 3	Lines 3 Profile Sample	165.89	 50	3	0.0894	1	0.0343	Line Profile Sample
Line Profile Sample 3 for Lines 3	Lines 3 Profile Sample	166.81	 50	3	0.179	2	0.0686	Line Profile Sample
Line Profile Sample 4 for Lines 3	Lines 3 Profile Sample	172.76	 50	3	0.268	3	0.103	Line Profile Sample
Line Profile Sample 5 for Lines 3	Lines 3 Profile Sample	169.67	 50	3	0.357	4	0.137	Line Profile Sample
Line Profile Sample 6 for Lines 3	Lines 3 Profile Sample	168.63	 50	3	0.447	5	0.171	Line Profile Sample
Line Profile Sample 7 for Lines 3	Lines 3 Profile Sample	167.16	 50	3	0.536	6	0.206	Line Profile Sample
Line Profile Sample 8 for Lines 3	Lines 3 Profile Sample	165.68	 50	3	0.626	7	0.24	Line Profile Sample
Line Profile Sample 9 for Lines 3	Lines 3 Profile Sample	162.12	 50	3	0.715	8	0.274	Line Profile Sample
Line Profile Sample 10 for Lines 3	Lines 3 Profile Sample	165.41	 50	3	0.804	9	0.309	Line Profile Sample
Line Profile Sample 11 for Lines 3	Lines 3 Profile Sample	156.68	 50	3	0.894	10	0.343	Line Profile Sample
Line Profile Sample 12 for Lines 3	Lines 3 Profile Sample	158.62	 50	3	0.983	11	0.377	Line Profile Sample
Line Profile Sample 13 for Lines 3	Lines 3 Profile Sample	152.86	 50	3	1.07	12	0.412	Line Profile Sample
Line Profile Sample 14 for Lines 3	Lines 3 Profile Sample	159.49	 50	3	1.16	13	0.446	Line Profile Sample
Line Profile Sample 15 for Lines 3	Lines 3 Profile Sample	163.18	 50	3	1.25	14	0.48	Line Profile Sample
Line Profile Sample 16 for Lines 3	Lines 3 Profile Sample	155.42	 50	3	1.34	15	0.514	Line Profile Sample
Line Profile Sample 17 for Lines 3	Lines 3 Profile Sample	155.45	 50	3	1.43	16	0.549	Line Profile Sample
Line Profile Sample 18 for Lines 3	Lines 3 Profile Sample	149.52	 50	3	1.52	17	0.583	Line Profile Sample
Line Profile Sample 19 for Lines 3	Lines 3 Profile Sample	155.76	 50	3	1.61	18	0.617	Line Profile Sample
Line Profile Sample 20 for Lines 3	Lines 3 Profile Sample	151.78	 50	3	1.7	19	0.652	Line Profile Sample
Line Profile Sample 21 for Lines 3	Lines 3 Profile Sample	156.97	 50	3	1.79	20	0.686	Line Profile Sample
Line Profile Sample 22 for Lines 3	Lines 3 Profile Sample	153.45	 50	3	1.88	21	0.72	Line Profile Sample
Line Profile Sample 23 for Lines 3	Lines 3 Profile Sample	148.92	 50	3	1.97	22	0.755	Line Profile Sample
Line Profile Sample 24 for Lines 3	Lines 3 Profile Sample	150.88	 50	3	2.06	23	0.789	Line Profile Sample
Line Profile Sample 25 for Lines 3	Lines 3 Profile Sample	155.52	 50	3	2.14	24	0.823	Line Profile Sample
Line Profile Sample 26 for Lines 3	Lines 3 Profile Sample	155.09	 50	3	2.23	25	0.857	Line Profile Sample
Line Profile Sample 27 for Lines 3	Lines 3 Profile Sample	154.39	 50	3	2.32	26	0.892	Line Profile Sample
Line Profile Sample 28 for Lines 3	Lines 3 Profile Sample	151.51	 50	3	2.41	27	0.926	Line Profile Sample
Line Profile Sample 29 for Lines 3	Lines 3 Profile Sample	151.34	 50	3	2.5	28	0.96	Line Profile Sample
Line Profile Sample 30 for Lines 3	Lines 3 Profile Sample	155.23	 50	3	2.59	29	0.995	Line Profile Sample
Line Profile Sample 31 for Lines 3	Lines 3 Profile Sample	156	 50	3	2.61	29.15	1	Line Profile Sample
