
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 42	Lines 42 Profile Sample	1208	 60	42	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 42	Lines 42 Profile Sample	1237.88	 60	42	0.0894	1	0.033	Line Profile Sample
Line Profile Sample 3 for Lines 42	Lines 42 Profile Sample	1248.85	 60	42	0.179	2	0.0661	Line Profile Sample
Line Profile Sample 4 for Lines 42	Lines 42 Profile Sample	1234.29	 60	42	0.268	3	0.0991	Line Profile Sample
Line Profile Sample 5 for Lines 42	Lines 42 Profile Sample	1223.29	 60	42	0.357	4	0.132	Line Profile Sample
Line Profile Sample 6 for Lines 42	Lines 42 Profile Sample	1226.94	 60	42	0.447	5	0.165	Line Profile Sample
Line Profile Sample 7 for Lines 42	Lines 42 Profile Sample	1235.78	 60	42	0.536	6	0.198	Line Profile Sample
Line Profile Sample 8 for Lines 42	Lines 42 Profile Sample	1208.43	 60	42	0.626	7	0.231	Line Profile Sample
Line Profile Sample 9 for Lines 42	Lines 42 Profile Sample	1189.28	 60	42	0.715	8	0.264	Line Profile Sample
Line Profile Sample 10 for Lines 42	Lines 42 Profile Sample	1190.54	 60	42	0.804	9	0.297	Line Profile Sample
Line Profile Sample 11 for Lines 42	Lines 42 Profile Sample	1205.59	 60	42	0.894	10	0.33	Line Profile Sample
Line Profile Sample 12 for Lines 42	Lines 42 Profile Sample	1231.5	 60	42	0.983	11	0.363	Line Profile Sample
Line Profile Sample 13 for Lines 42	Lines 42 Profile Sample	1248.85	 60	42	1.07	12	0.396	Line Profile Sample
Line Profile Sample 14 for Lines 42	Lines 42 Profile Sample	1279.85	 60	42	1.16	13	0.43	Line Profile Sample
Line Profile Sample 15 for Lines 42	Lines 42 Profile Sample	1294.75	 60	42	1.25	14	0.463	Line Profile Sample
Line Profile Sample 16 for Lines 42	Lines 42 Profile Sample	1293.12	 60	42	1.34	15	0.496	Line Profile Sample
Line Profile Sample 17 for Lines 42	Lines 42 Profile Sample	1274.87	 60	42	1.43	16	0.529	Line Profile Sample
Line Profile Sample 18 for Lines 42	Lines 42 Profile Sample	1251.78	 60	42	1.52	17	0.562	Line Profile Sample
Line Profile Sample 19 for Lines 42	Lines 42 Profile Sample	1237.9	 60	42	1.61	18	0.595	Line Profile Sample
Line Profile Sample 20 for Lines 42	Lines 42 Profile Sample	1233.08	 60	42	1.7	19	0.628	Line Profile Sample
Line Profile Sample 21 for Lines 42	Lines 42 Profile Sample	1223.42	 60	42	1.79	20	0.661	Line Profile Sample
Line Profile Sample 22 for Lines 42	Lines 42 Profile Sample	1200.51	 60	42	1.88	21	0.694	Line Profile Sample
Line Profile Sample 23 for Lines 42	Lines 42 Profile Sample	1157.03	 60	42	1.97	22	0.727	Line Profile Sample
Line Profile Sample 24 for Lines 42	Lines 42 Profile Sample	1110.14	 60	42	2.06	23	0.76	Line Profile Sample
Line Profile Sample 25 for Lines 42	Lines 42 Profile Sample	1074.16	 60	42	2.14	24	0.793	Line Profile Sample
Line Profile Sample 26 for Lines 42	Lines 42 Profile Sample	1065.26	 60	42	2.23	25	0.826	Line Profile Sample
Line Profile Sample 27 for Lines 42	Lines 42 Profile Sample	1055.22	 60	42	2.32	26	0.859	Line Profile Sample
Line Profile Sample 28 for Lines 42	Lines 42 Profile Sample	1046.28	 60	42	2.41	27	0.892	Line Profile Sample
Line Profile Sample 29 for Lines 42	Lines 42 Profile Sample	1055.38	 60	42	2.5	28	0.925	Line Profile Sample
Line Profile Sample 30 for Lines 42	Lines 42 Profile Sample	1068.09	 60	42	2.59	29	0.958	Line Profile Sample
Line Profile Sample 31 for Lines 42	Lines 42 Profile Sample	1074.38	 60	42	2.68	30	0.991	Line Profile Sample
Line Profile Sample 32 for Lines 42	Lines 42 Profile Sample	1074	 60	42	2.7	30.27	1	Line Profile Sample
