
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 24	Lines 24 Profile Sample	1381	 60	24	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 24	Lines 24 Profile Sample	1476.79	 60	24	0.0894	1	0.0421	Line Profile Sample
Line Profile Sample 3 for Lines 24	Lines 24 Profile Sample	1498.55	 60	24	0.179	2	0.0841	Line Profile Sample
Line Profile Sample 4 for Lines 24	Lines 24 Profile Sample	1499.44	 60	24	0.268	3	0.126	Line Profile Sample
Line Profile Sample 5 for Lines 24	Lines 24 Profile Sample	1491.96	 60	24	0.357	4	0.168	Line Profile Sample
Line Profile Sample 6 for Lines 24	Lines 24 Profile Sample	1501.03	 60	24	0.447	5	0.21	Line Profile Sample
Line Profile Sample 7 for Lines 24	Lines 24 Profile Sample	1479.24	 60	24	0.536	6	0.252	Line Profile Sample
Line Profile Sample 8 for Lines 24	Lines 24 Profile Sample	1455.96	 60	24	0.626	7	0.294	Line Profile Sample
Line Profile Sample 9 for Lines 24	Lines 24 Profile Sample	1442.07	 60	24	0.715	8	0.337	Line Profile Sample
Line Profile Sample 10 for Lines 24	Lines 24 Profile Sample	1436.88	 60	24	0.804	9	0.379	Line Profile Sample
Line Profile Sample 11 for Lines 24	Lines 24 Profile Sample	1423.36	 60	24	0.894	10	0.421	Line Profile Sample
Line Profile Sample 12 for Lines 24	Lines 24 Profile Sample	1429.34	 60	24	0.983	11	0.463	Line Profile Sample
Line Profile Sample 13 for Lines 24	Lines 24 Profile Sample	1441.59	 60	24	1.07	12	0.505	Line Profile Sample
Line Profile Sample 14 for Lines 24	Lines 24 Profile Sample	1455.18	 60	24	1.16	13	0.547	Line Profile Sample
Line Profile Sample 15 for Lines 24	Lines 24 Profile Sample	1493.74	 60	24	1.25	14	0.589	Line Profile Sample
Line Profile Sample 16 for Lines 24	Lines 24 Profile Sample	1482.73	 60	24	1.34	15	0.631	Line Profile Sample
Line Profile Sample 17 for Lines 24	Lines 24 Profile Sample	1486.18	 60	24	1.43	16	0.673	Line Profile Sample
Line Profile Sample 18 for Lines 24	Lines 24 Profile Sample	1500.13	 60	24	1.52	17	0.715	Line Profile Sample
Line Profile Sample 19 for Lines 24	Lines 24 Profile Sample	1514.77	 60	24	1.61	18	0.757	Line Profile Sample
Line Profile Sample 20 for Lines 24	Lines 24 Profile Sample	1503.25	 60	24	1.7	19	0.799	Line Profile Sample
Line Profile Sample 21 for Lines 24	Lines 24 Profile Sample	1485.82	 60	24	1.79	20	0.841	Line Profile Sample
Line Profile Sample 22 for Lines 24	Lines 24 Profile Sample	1502.86	 60	24	1.88	21	0.883	Line Profile Sample
Line Profile Sample 23 for Lines 24	Lines 24 Profile Sample	1523.52	 60	24	1.97	22	0.926	Line Profile Sample
Line Profile Sample 24 for Lines 24	Lines 24 Profile Sample	1489.56	 60	24	2.06	23	0.968	Line Profile Sample
Line Profile Sample 25 for Lines 24	Lines 24 Profile Sample	1349	 60	24	2.12	23.77	1	Line Profile Sample
