
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 59	Lines 59 Profile Sample	145	 52	59	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 59	Lines 59 Profile Sample	155.09	 52	59	0.0894	1	0.0545	Line Profile Sample
Line Profile Sample 3 for Lines 59	Lines 59 Profile Sample	161.2	 52	59	0.179	2	0.109	Line Profile Sample
Line Profile Sample 4 for Lines 59	Lines 59 Profile Sample	169.84	 52	59	0.268	3	0.163	Line Profile Sample
Line Profile Sample 5 for Lines 59	Lines 59 Profile Sample	166.84	 52	59	0.357	4	0.218	Line Profile Sample
Line Profile Sample 6 for Lines 59	Lines 59 Profile Sample	169.84	 52	59	0.447	5	0.272	Line Profile Sample
Line Profile Sample 7 for Lines 59	Lines 59 Profile Sample	171.97	 52	59	0.536	6	0.327	Line Profile Sample
Line Profile Sample 8 for Lines 59	Lines 59 Profile Sample	162.24	 52	59	0.626	7	0.381	Line Profile Sample
Line Profile Sample 9 for Lines 59	Lines 59 Profile Sample	165.49	 52	59	0.715	8	0.436	Line Profile Sample
Line Profile Sample 10 for Lines 59	Lines 59 Profile Sample	167.75	 52	59	0.804	9	0.49	Line Profile Sample
Line Profile Sample 11 for Lines 59	Lines 59 Profile Sample	168.73	 52	59	0.894	10	0.545	Line Profile Sample
Line Profile Sample 12 for Lines 59	Lines 59 Profile Sample	168.22	 52	59	0.983	11	0.599	Line Profile Sample
Line Profile Sample 13 for Lines 59	Lines 59 Profile Sample	169.43	 52	59	1.07	12	0.654	Line Profile Sample
Line Profile Sample 14 for Lines 59	Lines 59 Profile Sample	166.62	 52	59	1.16	13	0.708	Line Profile Sample
Line Profile Sample 15 for Lines 59	Lines 59 Profile Sample	171.46	 52	59	1.25	14	0.763	Line Profile Sample
Line Profile Sample 16 for Lines 59	Lines 59 Profile Sample	178.79	 52	59	1.34	15	0.817	Line Profile Sample
Line Profile Sample 17 for Lines 59	Lines 59 Profile Sample	181.5	 52	59	1.43	16	0.872	Line Profile Sample
Line Profile Sample 18 for Lines 59	Lines 59 Profile Sample	184.07	 52	59	1.52	17	0.926	Line Profile Sample
Line Profile Sample 19 for Lines 59	Lines 59 Profile Sample	188.81	 52	59	1.61	18	0.981	Line Profile Sample
Line Profile Sample 20 for Lines 59	Lines 59 Profile Sample	190	 52	59	1.64	18.36	1	Line Profile Sample
