av_intensity,stdev_intensity,av_distance,stdev_distance
0.5194658836302161,0.32386643804034215,0.023605172413793105,0.023449560818943515
0.4914169306177342,0.2973912670306328,0.10060869565217391,0.019169371705775932
0.3388065055928228,0.24386054610855099,0.1702340425531915,0.02046334237431864
0.265324450070318,0.23268732577754417,0.23325641025641025,0.017098350103103902
0.22668796296795096,0.2029916069140815,0.30048,0.021141158232901323
0.14276183922728627,0.136655883282548,0.3716086956521739,0.019719678001506317
0.1445078807414311,0.14039521846623348,0.4335135135135135,0.01612386364923058
0.1289594734641779,0.1259037667085633,0.49695833333333334,0.020414803070251838
0.11266535106806236,0.12431644628097265,0.5696599999999999,0.021329877483693773
0.11483760704307669,0.1057806349969698,0.6385714285714286,0.017765605104771313
0.19562797604712207,0.16492549370668885,0.7007380952380953,0.017704980040503006
0.2457947355626816,0.1924074582713306,0.7675744680851064,0.02012325572333087
0.33964408358279324,0.208228866447256,0.8337380952380952,0.01900200185065172
0.5295492812174704,0.27416328246508476,0.8987173913043478,0.020122583270741443
0.6807843315024282,0.2941574279203194,0.9808831168831169,0.02199579746103072
