34,I,2077,2184.75,2236.83,2312.73,2403.75,2451.43,2455.53,2498.95,2498.9,2534.5,2595.91,2564.29,2576,2594.71,2600.05,2600.6,2600.55,2566.5,2523.65,2484.91,2435.49,2406.65,2360.71,2276.07,2254,,,,,,,,,,,,,,,,,,,,
,ND,0,0.0425,0.085,0.127,0.17,0.212,0.255,0.297,0.34,0.382,0.425,0.467,0.51,0.552,0.595,0.637,0.68,0.722,0.765,0.807,0.85,0.892,0.935,0.977,1,,,,,,,,,,,,,,,,,,,,
35,I,1654,1672.26,1688.6,1682.35,1693.43,1703.18,1707.09,1696.8,1677.99,1701.95,1706.27,1704.47,1696.26,1748.5,1764.04,1763.27,1756.9,1741.19,1728.47,1698.1,1722.52,1732.41,1741.43,1744.03,1699.86,1773.77,1734.54,1709.23,1752.05,1794.39,1785.45,1699.87,1717.82,,,,,,,,,,,,
,ND,0,0.0312,0.0625,0.0937,0.125,0.156,0.187,0.219,0.25,0.281,0.312,0.344,0.375,0.406,0.437,0.469,0.5,0.531,0.562,0.593,0.625,0.656,0.687,0.718,0.75,0.781,0.812,0.843,0.875,0.906,0.937,0.968,1,,,,,,,,,,,,
36,I,925,952.39,954.43,951.3,938.45,949.17,976.14,952.91,964.6,967.82,969.52,973.59,975.99,984.03,975.16,974.29,964.71,997.51,989.28,937.76,945.64,992.19,988.94,988,,,,,,,,,,,,,,,,,,,,,
,ND,0,0.0452,0.0904,0.136,0.181,0.226,0.271,0.316,0.361,0.407,0.452,0.497,0.542,0.587,0.632,0.678,0.723,0.768,0.813,0.858,0.904,0.949,0.994,1,,,,,,,,,,,,,,,,,,,,,
37,I,948,951.96,950.4,938.68,946.12,948,928.44,923.44,936.48,960.24,971,972.6,953.2,933.72,945.2,953.01,964.52,959.6,942.01,946.03,973,998.56,966.89,984.71,1002.89,982.01,979.28,964.46,925.25,934.59,938.01,938,,,,,,,,,,,,,
,ND,0,0.0333,0.0667,0.1,0.133,0.167,0.2,0.233,0.267,0.3,0.333,0.367,0.4,0.433,0.467,0.5,0.533,0.567,0.6,0.633,0.667,0.7,0.733,0.767,0.8,0.833,0.867,0.9,0.933,0.967,1,1,,,,,,,,,,,,,
38,I,1452,1535.81,1428.74,1337.76,1333.1,1349.59,1395.39,1423.81,1464.7,1538.68,1502.11,1508.52,1471.61,1461.4,1456.99,1458.83,1465.25,1504.3,1564.78,1596.49,1612.86,1540.67,1456.03,1413.18,1392.11,1397.65,1424,,,,,,,,,,,,,,,,,,
,ND,0,0.0392,0.0784,0.118,0.157,0.196,0.235,0.275,0.314,0.353,0.392,0.431,0.471,0.51,0.549,0.588,0.628,0.667,0.706,0.745,0.784,0.824,0.863,0.902,0.941,0.981,1,,,,,,,,,,,,,,,,,,
39,I,919,937.01,934.6,932.33,947.41,957.04,986.61,995.87,1000.61,1008.62,1021.93,993.47,993.84,983.37,995.77,979.6,963.14,975.32,1009.71,1008.91,995,,,,,,,,,,,,,,,,,,,,,,,,
,ND,0,0.0515,0.103,0.155,0.206,0.258,0.309,0.361,0.412,0.464,0.515,0.567,0.618,0.67,0.721,0.773,0.824,0.876,0.927,0.979,1,,,,,,,,,,,,,,,,,,,,,,,,
40,I,1008,1085.77,1015.9,1031.95,1000.44,1039.12,1017.11,1009.53,1081.74,1011.63,1044.55,1054.19,1058.22,1057.11,1062.32,1073.89,1065.52,1057.46,1048.74,1080.61,1047.06,1064.43,1073,,,,,,,,,,,,,,,,,,,,,,
,ND,0,0.0468,0.0936,0.14,0.187,0.234,0.281,0.327,0.374,0.421,0.468,0.515,0.561,0.608,0.655,0.702,0.748,0.795,0.842,0.889,0.936,0.982,1,,,,,,,,,,,,,,,,,,,,,,
41,I,794,800.47,806.72,824.69,832.2,834.91,820.23,787.3,802.01,835.38,847.81,840.16,812.18,801.93,800.89,809.25,801.54,850.4,818.41,794.37,799.88,785.62,779.96,751.65,744.61,765.6,777.58,776.62,762.24,759.17,757,,,,,,,,,,,,,,
,ND,0,0.0339,0.0677,0.102,0.135,0.169,0.203,0.237,0.271,0.305,0.339,0.373,0.406,0.44,0.474,0.508,0.542,0.576,0.61,0.643,0.677,0.711,0.745,0.779,0.813,0.847,0.88,0.914,0.948,0.982,1,,,,,,,,,,,,,,
42,I,1070,1120.33,1144.81,1181.25,1181.43,1197.63,1187.47,1227.31,1246.75,1271.02,1280.53,1258.75,1286.03,1287.21,1264.1,1245.08,1257.45,1258.7,1299.18,1298.73,1262.99,1233.59,1264.01,1285.93,1212.48,1209.98,1245.91,1245.71,1264.22,1216.95,1164.18,1111.91,1111.26,,,,,,,,,,,,
,ND,0,0.0312,0.0625,0.0937,0.125,0.156,0.187,0.219,0.25,0.281,0.312,0.344,0.375,0.406,0.437,0.469,0.5,0.531,0.562,0.593,0.625,0.656,0.687,0.718,0.75,0.781,0.812,0.843,0.875,0.906,0.937,0.968,1,,,,,,,,,,,,
43,I,838,841.21,840.96,846.56,930.95,920.93,935.37,919.83,927.83,887.52,898.27,924.16,935.53,929.29,940.23,958.26,884.15,942.68,978.94,1004.87,1005.83,1008.62,1002.2,1004,1014.2,1021.62,1043,,,,,,,,,,,,,,,,,,
,ND,0,0.0392,0.0784,0.118,0.157,0.196,0.235,0.275,0.314,0.353,0.392,0.431,0.471,0.51,0.549,0.588,0.628,0.667,0.706,0.745,0.784,0.824,0.863,0.902,0.941,0.981,1,,,,,,,,,,,,,,,,,,
44,I,544,544.31,566.81,591.47,591.65,579.04,646.79,648.86,664.36,644.07,639.93,623.65,622.37,624.49,626.1,625.61,600.77,610.75,635.98,626.68,634.77,637.59,637.23,629.19,621.3,600.42,609.55,594.08,597.36,597.53,572.76,589.61,590,,,,,,,,,,,,
,ND,0,0.0315,0.0629,0.0944,0.126,0.157,0.189,0.22,0.252,0.283,0.315,0.346,0.378,0.409,0.441,0.472,0.503,0.535,0.566,0.598,0.629,0.661,0.692,0.724,0.755,0.787,0.818,0.85,0.881,0.913,0.944,0.975,1,,,,,,,,,,,,
45,I,706,708.67,712.41,734.5,749.45,778.08,791.28,802.77,848.14,827.53,848.25,868.41,904.97,895.25,840.55,860.92,836.91,860.77,871.68,875.94,875.09,858.16,902.98,905.84,905.93,907.7,,,,,,,,,,,,,,,,,,,
,ND,0,0.0413,0.0827,0.124,0.165,0.207,0.248,0.289,0.331,0.372,0.413,0.455,0.496,0.537,0.579,0.62,0.662,0.703,0.744,0.786,0.827,0.868,0.91,0.951,0.992,1,,,,,,,,,,,,,,,,,,,
46,I,524,532.18,553.01,565.51,560.57,558.47,589.64,589.04,608.75,624.2,624.91,616.47,616.4,618.41,619.02,623.09,621.28,596.39,602.75,590.28,581.89,569.47,595.89,563.01,552.47,554.57,533.45,561.45,566.33,568.05,563.12,569.81,566.27,565.59,566.26,551.94,555,,,,,,,,
,ND,0,0.0285,0.0569,0.0854,0.114,0.142,0.171,0.199,0.228,0.256,0.285,0.313,0.342,0.37,0.399,0.427,0.455,0.484,0.512,0.541,0.569,0.598,0.626,0.655,0.683,0.712,0.74,0.769,0.797,0.826,0.854,0.882,0.911,0.939,0.968,0.996,1,,,,,,,,
47,I,797,863.98,907.56,909.29,866.01,828.89,834.06,884.19,903.4,868.25,865.02,882.24,877.31,873.6,855.68,877.74,868.55,802,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ND,0,0.0614,0.123,0.184,0.246,0.307,0.369,0.43,0.491,0.553,0.614,0.676,0.737,0.799,0.86,0.921,0.983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,I,497,498.8,509.69,492.53,511.03,513.38,508.06,485.32,513.64,519.59,549.67,560.98,550.14,530.31,531.42,524.4,523.81,602.82,617.62,588.81,571.33,539.55,541.76,591.02,625.93,629.56,594.81,584.32,554.93,518.51,526.96,522,,,,,,,,,,,,,
,ND,0,0.0329,0.0658,0.0986,0.132,0.164,0.197,0.23,0.263,0.296,0.329,0.362,0.395,0.427,0.46,0.493,0.526,0.559,0.592,0.625,0.658,0.69,0.723,0.756,0.789,0.822,0.855,0.888,0.921,0.954,0.986,1,,,,,,,,,,,,,
49,I,596,692.64,738.3,733.72,677.52,669.64,715.42,696.44,744.34,742.72,692.7,694.21,706.8,703.78,684.21,696.12,659.77,698.75,743,746.02,741.9,726.17,708.89,744.32,740.3,706.24,678.33,647.08,676.84,680.23,658,,,,,,,,,,,,,,
,ND,0,0.034,0.068,0.102,0.136,0.17,0.204,0.238,0.272,0.306,0.34,0.374,0.408,0.442,0.476,0.51,0.544,0.578,0.612,0.646,0.68,0.714,0.748,0.782,0.816,0.85,0.884,0.917,0.951,0.985,1,,,,,,,,,,,,,,
50,I,731,781.01,788.95,779.69,762.1,726.4,713.06,730.39,740.94,758.69,736.11,718.88,721.99,731.26,718.48,732.17,737.63,705.33,703.8,728.64,708.88,681.75,672.71,667.6,660.1,668.11,668.03,664,,,,,,,,,,,,,,,,,
,ND,0,0.0371,0.0743,0.111,0.149,0.186,0.223,0.26,0.297,0.334,0.371,0.409,0.446,0.483,0.52,0.557,0.594,0.631,0.669,0.706,0.743,0.78,0.817,0.854,0.891,0.928,0.966,1,,,,,,,,,,,,,,,,,
51,I,657,672,673.63,682.61,686.09,687.32,683.44,668.29,674.47,647.22,660.98,665.91,690.61,668.58,696.2,684.84,685.83,627.94,634.67,678.18,681,651.97,608.5,595,,,,,,,,,,,,,,,,,,,,,
,ND,0,0.0447,0.0894,0.134,0.179,0.224,0.268,0.313,0.358,0.402,0.447,0.492,0.537,0.581,0.626,0.671,0.716,0.76,0.805,0.85,0.894,0.939,0.984,1,,,,,,,,,,,,,,,,,,,,,
