
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 21	Lines 21 Profile Sample	1557		21	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 21	Lines 21 Profile Sample	1534.71		21	0.0894	1	0.0527	Line Profile Sample
Line Profile Sample 3 for Lines 21	Lines 21 Profile Sample	1514.61		21	0.179	2	0.105	Line Profile Sample
Line Profile Sample 4 for Lines 21	Lines 21 Profile Sample	1482.29		21	0.268	3	0.158	Line Profile Sample
Line Profile Sample 5 for Lines 21	Lines 21 Profile Sample	1477.08		21	0.357	4	0.211	Line Profile Sample
Line Profile Sample 6 for Lines 21	Lines 21 Profile Sample	1472.42		21	0.447	5	0.264	Line Profile Sample
Line Profile Sample 7 for Lines 21	Lines 21 Profile Sample	1474.04		21	0.536	6	0.316	Line Profile Sample
Line Profile Sample 8 for Lines 21	Lines 21 Profile Sample	1474.81		21	0.626	7	0.369	Line Profile Sample
Line Profile Sample 9 for Lines 21	Lines 21 Profile Sample	1495.02		21	0.715	8	0.422	Line Profile Sample
Line Profile Sample 10 for Lines 21	Lines 21 Profile Sample	1508.6		21	0.804	9	0.474	Line Profile Sample
Line Profile Sample 11 for Lines 21	Lines 21 Profile Sample	1502.45		21	0.894	10	0.527	Line Profile Sample
Line Profile Sample 12 for Lines 21	Lines 21 Profile Sample	1518.6		21	0.983	11	0.58	Line Profile Sample
Line Profile Sample 13 for Lines 21	Lines 21 Profile Sample	1510.58		21	1.07	12	0.632	Line Profile Sample
Line Profile Sample 14 for Lines 21	Lines 21 Profile Sample	1487.19		21	1.16	13	0.685	Line Profile Sample
Line Profile Sample 15 for Lines 21	Lines 21 Profile Sample	1481.07		21	1.25	14	0.738	Line Profile Sample
Line Profile Sample 16 for Lines 21	Lines 21 Profile Sample	1486.28		21	1.34	15	0.791	Line Profile Sample
Line Profile Sample 17 for Lines 21	Lines 21 Profile Sample	1508.53		21	1.43	16	0.843	Line Profile Sample
Line Profile Sample 18 for Lines 21	Lines 21 Profile Sample	1499.33		21	1.52	17	0.896	Line Profile Sample
Line Profile Sample 19 for Lines 21	Lines 21 Profile Sample	1521.1		21	1.61	18	0.949	Line Profile Sample
Line Profile Sample 20 for Lines 21	Lines 21 Profile Sample	1479		21	1.7	18.97	1	Line Profile Sample
