
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 51	Lines 51 Profile Sample	2417	 4	51	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 51	Lines 51 Profile Sample	2453.93	 4	51	0.0894	1	0.0416	Line Profile Sample
Line Profile Sample 3 for Lines 51	Lines 51 Profile Sample	2452.17	 4	51	0.179	2	0.0833	Line Profile Sample
Line Profile Sample 4 for Lines 51	Lines 51 Profile Sample	2334.92	 4	51	0.268	3	0.125	Line Profile Sample
Line Profile Sample 5 for Lines 51	Lines 51 Profile Sample	2304.93	 4	51	0.357	4	0.167	Line Profile Sample
Line Profile Sample 6 for Lines 51	Lines 51 Profile Sample	2302.52	 4	51	0.447	5	0.208	Line Profile Sample
Line Profile Sample 7 for Lines 51	Lines 51 Profile Sample	2352.25	 4	51	0.536	6	0.25	Line Profile Sample
Line Profile Sample 8 for Lines 51	Lines 51 Profile Sample	2339.23	 4	51	0.626	7	0.291	Line Profile Sample
Line Profile Sample 9 for Lines 51	Lines 51 Profile Sample	2342.64	 4	51	0.715	8	0.333	Line Profile Sample
Line Profile Sample 10 for Lines 51	Lines 51 Profile Sample	2386.42	 4	51	0.804	9	0.375	Line Profile Sample
Line Profile Sample 11 for Lines 51	Lines 51 Profile Sample	2352.78	 4	51	0.894	10	0.416	Line Profile Sample
Line Profile Sample 12 for Lines 51	Lines 51 Profile Sample	2372.2	 4	51	0.983	11	0.458	Line Profile Sample
Line Profile Sample 13 for Lines 51	Lines 51 Profile Sample	2390.81	 4	51	1.07	12	0.5	Line Profile Sample
Line Profile Sample 14 for Lines 51	Lines 51 Profile Sample	2409.43	 4	51	1.16	13	0.541	Line Profile Sample
Line Profile Sample 15 for Lines 51	Lines 51 Profile Sample	2396.88	 4	51	1.25	14	0.583	Line Profile Sample
Line Profile Sample 16 for Lines 51	Lines 51 Profile Sample	2367.65	 4	51	1.34	15	0.624	Line Profile Sample
Line Profile Sample 17 for Lines 51	Lines 51 Profile Sample	2389.34	 4	51	1.43	16	0.666	Line Profile Sample
Line Profile Sample 18 for Lines 51	Lines 51 Profile Sample	2407.02	 4	51	1.52	17	0.708	Line Profile Sample
Line Profile Sample 19 for Lines 51	Lines 51 Profile Sample	2367.64	 4	51	1.61	18	0.749	Line Profile Sample
Line Profile Sample 20 for Lines 51	Lines 51 Profile Sample	2337.91	 4	51	1.7	19	0.791	Line Profile Sample
Line Profile Sample 21 for Lines 51	Lines 51 Profile Sample	2328.79	 4	51	1.79	20	0.833	Line Profile Sample
Line Profile Sample 22 for Lines 51	Lines 51 Profile Sample	2292.78	 4	51	1.88	21	0.874	Line Profile Sample
Line Profile Sample 23 for Lines 51	Lines 51 Profile Sample	2275.27	 4	51	1.97	22	0.916	Line Profile Sample
Line Profile Sample 24 for Lines 51	Lines 51 Profile Sample	2372.51	 4	51	2.06	23	0.958	Line Profile Sample
Line Profile Sample 25 for Lines 51	Lines 51 Profile Sample	2515.01	 4	51	2.14	24	0.999	Line Profile Sample
Line Profile Sample 26 for Lines 51	Lines 51 Profile Sample	2518	 4	51	2.15	24.02	1	Line Profile Sample
