av_intensity,stdev_intensity,av_distance,stdev_distance
0.5483274554722177,0.3573707132612643,0.02501560975609756,0.025586432722339514
0.5215110269231843,0.29392006156472866,0.10836643835616439,0.019231308085397733
0.4256094282801962,0.28050750956860954,0.17927272727272728,0.02147205897664161
0.3668055631966318,0.2633916663219434,0.250758389261745,0.02089246954944481
0.3506649720029973,0.2539901525023089,0.32277272727272727,0.020822160997163587
0.33841316960165213,0.25305894284325875,0.39470068027210886,0.02009614389712763
0.33022373515284353,0.26319795031955107,0.4646533333333333,0.020542307519124784
0.32610899989381503,0.251039370914916,0.536875,0.02059682753813706
0.3232707201219516,0.2506193257152909,0.6078918918918919,0.02063552683662253
0.3120434270930164,0.24581721622444153,0.6796645161290322,0.021177750337140852
0.3251768875546869,0.2504102283629408,0.7511931034482758,0.01977522880599622
0.3908961686555311,0.27421375090664357,0.822,0.021050825515925967
0.5175272013398524,0.3018450910783011,0.8933061224489796,0.019740998380360537
0.6397424264233247,0.3188754301472323,0.9797203065134099,0.02337969059276408
