
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 32	Lines 32 Profile Sample	1517		32	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 32	Lines 32 Profile Sample	1543.25		32	0.0894	1	0.0555	Line Profile Sample
Line Profile Sample 3 for Lines 32	Lines 32 Profile Sample	1544.69		32	0.179	2	0.111	Line Profile Sample
Line Profile Sample 4 for Lines 32	Lines 32 Profile Sample	1488.85		32	0.268	3	0.166	Line Profile Sample
Line Profile Sample 5 for Lines 32	Lines 32 Profile Sample	1446.24		32	0.357	4	0.222	Line Profile Sample
Line Profile Sample 6 for Lines 32	Lines 32 Profile Sample	1425.35		32	0.447	5	0.277	Line Profile Sample
Line Profile Sample 7 for Lines 32	Lines 32 Profile Sample	1427.32		32	0.536	6	0.333	Line Profile Sample
Line Profile Sample 8 for Lines 32	Lines 32 Profile Sample	1406.31		32	0.626	7	0.388	Line Profile Sample
Line Profile Sample 9 for Lines 32	Lines 32 Profile Sample	1416.9		32	0.715	8	0.444	Line Profile Sample
Line Profile Sample 10 for Lines 32	Lines 32 Profile Sample	1397.36		32	0.804	9	0.499	Line Profile Sample
Line Profile Sample 11 for Lines 32	Lines 32 Profile Sample	1403.15		32	0.894	10	0.555	Line Profile Sample
Line Profile Sample 12 for Lines 32	Lines 32 Profile Sample	1413.38		32	0.983	11	0.61	Line Profile Sample
Line Profile Sample 13 for Lines 32	Lines 32 Profile Sample	1375.56		32	1.07	12	0.666	Line Profile Sample
Line Profile Sample 14 for Lines 32	Lines 32 Profile Sample	1392.92		32	1.16	13	0.721	Line Profile Sample
Line Profile Sample 15 for Lines 32	Lines 32 Profile Sample	1407.22		32	1.25	14	0.777	Line Profile Sample
Line Profile Sample 16 for Lines 32	Lines 32 Profile Sample	1422.14		32	1.34	15	0.832	Line Profile Sample
Line Profile Sample 17 for Lines 32	Lines 32 Profile Sample	1433.34		32	1.43	16	0.888	Line Profile Sample
Line Profile Sample 18 for Lines 32	Lines 32 Profile Sample	1435.11		32	1.52	17	0.943	Line Profile Sample
Line Profile Sample 19 for Lines 32	Lines 32 Profile Sample	1432.8		32	1.61	18	0.998	Line Profile Sample
Line Profile Sample 20 for Lines 32	Lines 32 Profile Sample	1432		32	1.61	18.03	1	Line Profile Sample
