
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 6	Lines 6 Profile Sample	1540		6	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 6	Lines 6 Profile Sample	1540.11		6	0.0894	1	0.0555	Line Profile Sample
Line Profile Sample 3 for Lines 6	Lines 6 Profile Sample	1527.11		6	0.179	2	0.111	Line Profile Sample
Line Profile Sample 4 for Lines 6	Lines 6 Profile Sample	1501.94		6	0.268	3	0.166	Line Profile Sample
Line Profile Sample 5 for Lines 6	Lines 6 Profile Sample	1497.18		6	0.357	4	0.222	Line Profile Sample
Line Profile Sample 6 for Lines 6	Lines 6 Profile Sample	1507.97		6	0.447	5	0.277	Line Profile Sample
Line Profile Sample 7 for Lines 6	Lines 6 Profile Sample	1485.29		6	0.536	6	0.333	Line Profile Sample
Line Profile Sample 8 for Lines 6	Lines 6 Profile Sample	1547.78		6	0.626	7	0.388	Line Profile Sample
Line Profile Sample 9 for Lines 6	Lines 6 Profile Sample	1553.33		6	0.715	8	0.444	Line Profile Sample
Line Profile Sample 10 for Lines 6	Lines 6 Profile Sample	1518.71		6	0.804	9	0.499	Line Profile Sample
Line Profile Sample 11 for Lines 6	Lines 6 Profile Sample	1522.62		6	0.894	10	0.555	Line Profile Sample
Line Profile Sample 12 for Lines 6	Lines 6 Profile Sample	1541.04		6	0.983	11	0.61	Line Profile Sample
Line Profile Sample 13 for Lines 6	Lines 6 Profile Sample	1571.86		6	1.07	12	0.666	Line Profile Sample
Line Profile Sample 14 for Lines 6	Lines 6 Profile Sample	1635.18		6	1.16	13	0.721	Line Profile Sample
Line Profile Sample 15 for Lines 6	Lines 6 Profile Sample	1754.27		6	1.25	14	0.777	Line Profile Sample
Line Profile Sample 16 for Lines 6	Lines 6 Profile Sample	1850.79		6	1.34	15	0.832	Line Profile Sample
Line Profile Sample 17 for Lines 6	Lines 6 Profile Sample	1893.79		6	1.43	16	0.888	Line Profile Sample
Line Profile Sample 18 for Lines 6	Lines 6 Profile Sample	1870.59		6	1.52	17	0.943	Line Profile Sample
Line Profile Sample 19 for Lines 6	Lines 6 Profile Sample	1808.02		6	1.61	18	0.998	Line Profile Sample
Line Profile Sample 20 for Lines 6	Lines 6 Profile Sample	1806		6	1.61	18.03	1	Line Profile Sample
