
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 33	Lines 33 Profile Sample	1630		33	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 33	Lines 33 Profile Sample	1564		33	0.0894	1	0.0455	Line Profile Sample
Line Profile Sample 3 for Lines 33	Lines 33 Profile Sample	1507		33	0.179	2	0.0909	Line Profile Sample
Line Profile Sample 4 for Lines 33	Lines 33 Profile Sample	1448		33	0.268	3	0.136	Line Profile Sample
Line Profile Sample 5 for Lines 33	Lines 33 Profile Sample	1430		33	0.357	4	0.182	Line Profile Sample
Line Profile Sample 6 for Lines 33	Lines 33 Profile Sample	1406		33	0.447	5	0.227	Line Profile Sample
Line Profile Sample 7 for Lines 33	Lines 33 Profile Sample	1454		33	0.536	6	0.273	Line Profile Sample
Line Profile Sample 8 for Lines 33	Lines 33 Profile Sample	1415		33	0.626	7	0.318	Line Profile Sample
Line Profile Sample 9 for Lines 33	Lines 33 Profile Sample	1439		33	0.715	8	0.364	Line Profile Sample
Line Profile Sample 10 for Lines 33	Lines 33 Profile Sample	1432		33	0.804	9	0.409	Line Profile Sample
Line Profile Sample 11 for Lines 33	Lines 33 Profile Sample	1444		33	0.894	10	0.455	Line Profile Sample
Line Profile Sample 12 for Lines 33	Lines 33 Profile Sample	1439		33	0.983	11	0.5	Line Profile Sample
Line Profile Sample 13 for Lines 33	Lines 33 Profile Sample	1450		33	1.07	12	0.545	Line Profile Sample
Line Profile Sample 14 for Lines 33	Lines 33 Profile Sample	1494		33	1.16	13	0.591	Line Profile Sample
Line Profile Sample 15 for Lines 33	Lines 33 Profile Sample	1457		33	1.25	14	0.636	Line Profile Sample
Line Profile Sample 16 for Lines 33	Lines 33 Profile Sample	1475		33	1.34	15	0.682	Line Profile Sample
Line Profile Sample 17 for Lines 33	Lines 33 Profile Sample	1532		33	1.43	16	0.727	Line Profile Sample
Line Profile Sample 18 for Lines 33	Lines 33 Profile Sample	1541		33	1.52	17	0.773	Line Profile Sample
Line Profile Sample 19 for Lines 33	Lines 33 Profile Sample	1564		33	1.61	18	0.818	Line Profile Sample
Line Profile Sample 20 for Lines 33	Lines 33 Profile Sample	1627		33	1.7	19	0.864	Line Profile Sample
Line Profile Sample 21 for Lines 33	Lines 33 Profile Sample	1629		33	1.79	20	0.909	Line Profile Sample
Line Profile Sample 22 for Lines 33	Lines 33 Profile Sample	1573		33	1.88	21	0.955	Line Profile Sample
Line Profile Sample 23 for Lines 33	Lines 33 Profile Sample	1527		33	1.97	22	1	Line Profile Sample
Line Profile Sample 24 for Lines 33	Lines 33 Profile Sample	1527		33	1.97	22	1	Line Profile Sample
