
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 36	Lines 36 Profile Sample	1853		36	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 36	Lines 36 Profile Sample	1784.83		36	0.0894	1	0.053	Line Profile Sample
Line Profile Sample 3 for Lines 36	Lines 36 Profile Sample	1677.1		36	0.179	2	0.106	Line Profile Sample
Line Profile Sample 4 for Lines 36	Lines 36 Profile Sample	1613.97		36	0.268	3	0.159	Line Profile Sample
Line Profile Sample 5 for Lines 36	Lines 36 Profile Sample	1567.35		36	0.357	4	0.212	Line Profile Sample
Line Profile Sample 6 for Lines 36	Lines 36 Profile Sample	1528.71		36	0.447	5	0.265	Line Profile Sample
Line Profile Sample 7 for Lines 36	Lines 36 Profile Sample	1491.64		36	0.536	6	0.318	Line Profile Sample
Line Profile Sample 8 for Lines 36	Lines 36 Profile Sample	1487.03		36	0.626	7	0.371	Line Profile Sample
Line Profile Sample 9 for Lines 36	Lines 36 Profile Sample	1481.82		36	0.715	8	0.424	Line Profile Sample
Line Profile Sample 10 for Lines 36	Lines 36 Profile Sample	1471.8		36	0.804	9	0.477	Line Profile Sample
Line Profile Sample 11 for Lines 36	Lines 36 Profile Sample	1465.33		36	0.894	10	0.53	Line Profile Sample
Line Profile Sample 12 for Lines 36	Lines 36 Profile Sample	1451.55		36	0.983	11	0.583	Line Profile Sample
Line Profile Sample 13 for Lines 36	Lines 36 Profile Sample	1443.36		36	1.07	12	0.636	Line Profile Sample
Line Profile Sample 14 for Lines 36	Lines 36 Profile Sample	1421.72		36	1.16	13	0.689	Line Profile Sample
Line Profile Sample 15 for Lines 36	Lines 36 Profile Sample	1430.2		36	1.25	14	0.742	Line Profile Sample
Line Profile Sample 16 for Lines 36	Lines 36 Profile Sample	1446.8		36	1.34	15	0.795	Line Profile Sample
Line Profile Sample 17 for Lines 36	Lines 36 Profile Sample	1438.38		36	1.43	16	0.848	Line Profile Sample
Line Profile Sample 18 for Lines 36	Lines 36 Profile Sample	1429.93		36	1.52	17	0.901	Line Profile Sample
Line Profile Sample 19 for Lines 36	Lines 36 Profile Sample	1455.85		36	1.61	18	0.954	Line Profile Sample
Line Profile Sample 20 for Lines 36	Lines 36 Profile Sample	1492		36	1.69	18.87	1	Line Profile Sample
