
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 4	Lines 4 Profile Sample	1346		4	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 4	Lines 4 Profile Sample	1390.92		4	0.0894	1	0.0395	Line Profile Sample
Line Profile Sample 3 for Lines 4	Lines 4 Profile Sample	1395.9		4	0.179	2	0.0791	Line Profile Sample
Line Profile Sample 4 for Lines 4	Lines 4 Profile Sample	1425.2		4	0.268	3	0.119	Line Profile Sample
Line Profile Sample 5 for Lines 4	Lines 4 Profile Sample	1416.61		4	0.357	4	0.158	Line Profile Sample
Line Profile Sample 6 for Lines 4	Lines 4 Profile Sample	1402.73		4	0.447	5	0.198	Line Profile Sample
Line Profile Sample 7 for Lines 4	Lines 4 Profile Sample	1421.91		4	0.536	6	0.237	Line Profile Sample
Line Profile Sample 8 for Lines 4	Lines 4 Profile Sample	1417.75		4	0.626	7	0.277	Line Profile Sample
Line Profile Sample 9 for Lines 4	Lines 4 Profile Sample	1408.79		4	0.715	8	0.316	Line Profile Sample
Line Profile Sample 10 for Lines 4	Lines 4 Profile Sample	1391.07		4	0.804	9	0.356	Line Profile Sample
Line Profile Sample 11 for Lines 4	Lines 4 Profile Sample	1378.33		4	0.894	10	0.395	Line Profile Sample
Line Profile Sample 12 for Lines 4	Lines 4 Profile Sample	1374.68		4	0.983	11	0.435	Line Profile Sample
Line Profile Sample 13 for Lines 4	Lines 4 Profile Sample	1388.76		4	1.07	12	0.474	Line Profile Sample
Line Profile Sample 14 for Lines 4	Lines 4 Profile Sample	1435.19		4	1.16	13	0.514	Line Profile Sample
Line Profile Sample 15 for Lines 4	Lines 4 Profile Sample	1471.21		4	1.25	14	0.553	Line Profile Sample
Line Profile Sample 16 for Lines 4	Lines 4 Profile Sample	1452.16		4	1.34	15	0.593	Line Profile Sample
Line Profile Sample 17 for Lines 4	Lines 4 Profile Sample	1433.68		4	1.43	16	0.632	Line Profile Sample
Line Profile Sample 18 for Lines 4	Lines 4 Profile Sample	1411.32		4	1.52	17	0.672	Line Profile Sample
Line Profile Sample 19 for Lines 4	Lines 4 Profile Sample	1414.77		4	1.61	18	0.712	Line Profile Sample
Line Profile Sample 20 for Lines 4	Lines 4 Profile Sample	1403.42		4	1.7	19	0.751	Line Profile Sample
Line Profile Sample 21 for Lines 4	Lines 4 Profile Sample	1393.9		4	1.79	20	0.791	Line Profile Sample
Line Profile Sample 22 for Lines 4	Lines 4 Profile Sample	1388.8		4	1.88	21	0.83	Line Profile Sample
Line Profile Sample 23 for Lines 4	Lines 4 Profile Sample	1358.81		4	1.97	22	0.87	Line Profile Sample
Line Profile Sample 24 for Lines 4	Lines 4 Profile Sample	1378.91		4	2.06	23	0.909	Line Profile Sample
Line Profile Sample 25 for Lines 4	Lines 4 Profile Sample	1377.83		4	2.14	24	0.949	Line Profile Sample
Line Profile Sample 26 for Lines 4	Lines 4 Profile Sample	1356.32		4	2.23	25	0.988	Line Profile Sample
Line Profile Sample 27 for Lines 4	Lines 4 Profile Sample	1348		4	2.26	25.3	1	Line Profile Sample
