
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 33	Lines 33 Profile Sample	1793	 7	33	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 33	Lines 33 Profile Sample	1815.1	 7	33	0.0894	1	0.0471	Line Profile Sample
Line Profile Sample 3 for Lines 33	Lines 33 Profile Sample	1834.04	 7	33	0.179	2	0.0943	Line Profile Sample
Line Profile Sample 4 for Lines 33	Lines 33 Profile Sample	1882.1	 7	33	0.268	3	0.141	Line Profile Sample
Line Profile Sample 5 for Lines 33	Lines 33 Profile Sample	1842.35	 7	33	0.357	4	0.189	Line Profile Sample
Line Profile Sample 6 for Lines 33	Lines 33 Profile Sample	1846.85	 7	33	0.447	5	0.236	Line Profile Sample
Line Profile Sample 7 for Lines 33	Lines 33 Profile Sample	1848.8	 7	33	0.536	6	0.283	Line Profile Sample
Line Profile Sample 8 for Lines 33	Lines 33 Profile Sample	1849.76	 7	33	0.626	7	0.33	Line Profile Sample
Line Profile Sample 9 for Lines 33	Lines 33 Profile Sample	1854.78	 7	33	0.715	8	0.377	Line Profile Sample
Line Profile Sample 10 for Lines 33	Lines 33 Profile Sample	1898.45	 7	33	0.804	9	0.424	Line Profile Sample
Line Profile Sample 11 for Lines 33	Lines 33 Profile Sample	1888.37	 7	33	0.894	10	0.471	Line Profile Sample
Line Profile Sample 12 for Lines 33	Lines 33 Profile Sample	1934.91	 7	33	0.983	11	0.519	Line Profile Sample
Line Profile Sample 13 for Lines 33	Lines 33 Profile Sample	1934.34	 7	33	1.07	12	0.566	Line Profile Sample
Line Profile Sample 14 for Lines 33	Lines 33 Profile Sample	1946.48	 7	33	1.16	13	0.613	Line Profile Sample
Line Profile Sample 15 for Lines 33	Lines 33 Profile Sample	1957.62	 7	33	1.25	14	0.66	Line Profile Sample
Line Profile Sample 16 for Lines 33	Lines 33 Profile Sample	2008.52	 7	33	1.34	15	0.707	Line Profile Sample
Line Profile Sample 17 for Lines 33	Lines 33 Profile Sample	2016.29	 7	33	1.43	16	0.754	Line Profile Sample
Line Profile Sample 18 for Lines 33	Lines 33 Profile Sample	2045.53	 7	33	1.52	17	0.801	Line Profile Sample
Line Profile Sample 19 for Lines 33	Lines 33 Profile Sample	2079.3	 7	33	1.61	18	0.849	Line Profile Sample
Line Profile Sample 20 for Lines 33	Lines 33 Profile Sample	2137.17	 7	33	1.7	19	0.896	Line Profile Sample
Line Profile Sample 21 for Lines 33	Lines 33 Profile Sample	2170.4	 7	33	1.79	20	0.943	Line Profile Sample
Line Profile Sample 22 for Lines 33	Lines 33 Profile Sample	2162.02	 7	33	1.88	21	0.99	Line Profile Sample
Line Profile Sample 23 for Lines 33	Lines 33 Profile Sample	2158	 7	33	1.9	21.21	1	Line Profile Sample
