
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 14	Lines 14 Profile Sample	1962	 7	14	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 14	Lines 14 Profile Sample	1912.34	 7	14	0.0894	1	0.0376	Line Profile Sample
Line Profile Sample 3 for Lines 14	Lines 14 Profile Sample	1870.66	 7	14	0.179	2	0.0751	Line Profile Sample
Line Profile Sample 4 for Lines 14	Lines 14 Profile Sample	1827.58	 7	14	0.268	3	0.113	Line Profile Sample
Line Profile Sample 5 for Lines 14	Lines 14 Profile Sample	1786.97	 7	14	0.357	4	0.15	Line Profile Sample
Line Profile Sample 6 for Lines 14	Lines 14 Profile Sample	1783.3	 7	14	0.447	5	0.188	Line Profile Sample
Line Profile Sample 7 for Lines 14	Lines 14 Profile Sample	1747.03	 7	14	0.536	6	0.225	Line Profile Sample
Line Profile Sample 8 for Lines 14	Lines 14 Profile Sample	1745.92	 7	14	0.626	7	0.263	Line Profile Sample
Line Profile Sample 9 for Lines 14	Lines 14 Profile Sample	1749.93	 7	14	0.715	8	0.3	Line Profile Sample
Line Profile Sample 10 for Lines 14	Lines 14 Profile Sample	1731.65	 7	14	0.804	9	0.338	Line Profile Sample
Line Profile Sample 11 for Lines 14	Lines 14 Profile Sample	1723.77	 7	14	0.894	10	0.376	Line Profile Sample
Line Profile Sample 12 for Lines 14	Lines 14 Profile Sample	1718.68	 7	14	0.983	11	0.413	Line Profile Sample
Line Profile Sample 13 for Lines 14	Lines 14 Profile Sample	1743.01	 7	14	1.07	12	0.451	Line Profile Sample
Line Profile Sample 14 for Lines 14	Lines 14 Profile Sample	1715.8	 7	14	1.16	13	0.488	Line Profile Sample
Line Profile Sample 15 for Lines 14	Lines 14 Profile Sample	1736.43	 7	14	1.25	14	0.526	Line Profile Sample
Line Profile Sample 16 for Lines 14	Lines 14 Profile Sample	1774.12	 7	14	1.34	15	0.563	Line Profile Sample
Line Profile Sample 17 for Lines 14	Lines 14 Profile Sample	1807.45	 7	14	1.43	16	0.601	Line Profile Sample
Line Profile Sample 18 for Lines 14	Lines 14 Profile Sample	1782.88	 7	14	1.52	17	0.638	Line Profile Sample
Line Profile Sample 19 for Lines 14	Lines 14 Profile Sample	1738.74	 7	14	1.61	18	0.676	Line Profile Sample
Line Profile Sample 20 for Lines 14	Lines 14 Profile Sample	1762.87	 7	14	1.7	19	0.714	Line Profile Sample
Line Profile Sample 21 for Lines 14	Lines 14 Profile Sample	1768.6	 7	14	1.79	20	0.751	Line Profile Sample
Line Profile Sample 22 for Lines 14	Lines 14 Profile Sample	1782.67	 7	14	1.88	21	0.789	Line Profile Sample
Line Profile Sample 23 for Lines 14	Lines 14 Profile Sample	1822.56	 7	14	1.97	22	0.826	Line Profile Sample
Line Profile Sample 24 for Lines 14	Lines 14 Profile Sample	1794.37	 7	14	2.06	23	0.864	Line Profile Sample
Line Profile Sample 25 for Lines 14	Lines 14 Profile Sample	1761.79	 7	14	2.14	24	0.901	Line Profile Sample
Line Profile Sample 26 for Lines 14	Lines 14 Profile Sample	1766.46	 7	14	2.23	25	0.939	Line Profile Sample
Line Profile Sample 27 for Lines 14	Lines 14 Profile Sample	1749.7	 7	14	2.32	26	0.976	Line Profile Sample
Line Profile Sample 28 for Lines 14	Lines 14 Profile Sample	1734	 7	14	2.38	26.63	1	Line Profile Sample
