
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 23	Lines 23 Profile Sample	1691	 7	23	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 23	Lines 23 Profile Sample	1751.97	 7	23	0.0894	1	0.0486	Line Profile Sample
Line Profile Sample 3 for Lines 23	Lines 23 Profile Sample	1797.56	 7	23	0.179	2	0.0971	Line Profile Sample
Line Profile Sample 4 for Lines 23	Lines 23 Profile Sample	1815.24	 7	23	0.268	3	0.146	Line Profile Sample
Line Profile Sample 5 for Lines 23	Lines 23 Profile Sample	1838.36	 7	23	0.357	4	0.194	Line Profile Sample
Line Profile Sample 6 for Lines 23	Lines 23 Profile Sample	1833.1	 7	23	0.447	5	0.243	Line Profile Sample
Line Profile Sample 7 for Lines 23	Lines 23 Profile Sample	1834.32	 7	23	0.536	6	0.291	Line Profile Sample
Line Profile Sample 8 for Lines 23	Lines 23 Profile Sample	1788.25	 7	23	0.626	7	0.34	Line Profile Sample
Line Profile Sample 9 for Lines 23	Lines 23 Profile Sample	1791.03	 7	23	0.715	8	0.389	Line Profile Sample
Line Profile Sample 10 for Lines 23	Lines 23 Profile Sample	1805.29	 7	23	0.804	9	0.437	Line Profile Sample
Line Profile Sample 11 for Lines 23	Lines 23 Profile Sample	1764.05	 7	23	0.894	10	0.486	Line Profile Sample
Line Profile Sample 12 for Lines 23	Lines 23 Profile Sample	1757.81	 7	23	0.983	11	0.534	Line Profile Sample
Line Profile Sample 13 for Lines 23	Lines 23 Profile Sample	1754.83	 7	23	1.07	12	0.583	Line Profile Sample
Line Profile Sample 14 for Lines 23	Lines 23 Profile Sample	1730.23	 7	23	1.16	13	0.631	Line Profile Sample
Line Profile Sample 15 for Lines 23	Lines 23 Profile Sample	1726.34	 7	23	1.25	14	0.68	Line Profile Sample
Line Profile Sample 16 for Lines 23	Lines 23 Profile Sample	1706.57	 7	23	1.34	15	0.728	Line Profile Sample
Line Profile Sample 17 for Lines 23	Lines 23 Profile Sample	1711.17	 7	23	1.43	16	0.777	Line Profile Sample
Line Profile Sample 18 for Lines 23	Lines 23 Profile Sample	1717.75	 7	23	1.52	17	0.826	Line Profile Sample
Line Profile Sample 19 for Lines 23	Lines 23 Profile Sample	1725.86	 7	23	1.61	18	0.874	Line Profile Sample
Line Profile Sample 20 for Lines 23	Lines 23 Profile Sample	1763.14	 7	23	1.7	19	0.923	Line Profile Sample
Line Profile Sample 21 for Lines 23	Lines 23 Profile Sample	1803.46	 7	23	1.79	20	0.971	Line Profile Sample
Line Profile Sample 22 for Lines 23	Lines 23 Profile Sample	1817	 7	23	1.84	20.59	1	Line Profile Sample
