
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 2	Lines 2 Profile Sample	1683	 7	2	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 2	Lines 2 Profile Sample	1730.57	 7	2	0.0894	1	0.0508	Line Profile Sample
Line Profile Sample 3 for Lines 2	Lines 2 Profile Sample	1731.31	 7	2	0.179	2	0.102	Line Profile Sample
Line Profile Sample 4 for Lines 2	Lines 2 Profile Sample	1711.85	 7	2	0.268	3	0.152	Line Profile Sample
Line Profile Sample 5 for Lines 2	Lines 2 Profile Sample	1709.76	 7	2	0.357	4	0.203	Line Profile Sample
Line Profile Sample 6 for Lines 2	Lines 2 Profile Sample	1730.51	 7	2	0.447	5	0.254	Line Profile Sample
Line Profile Sample 7 for Lines 2	Lines 2 Profile Sample	1748.41	 7	2	0.536	6	0.305	Line Profile Sample
Line Profile Sample 8 for Lines 2	Lines 2 Profile Sample	1749.71	 7	2	0.626	7	0.355	Line Profile Sample
Line Profile Sample 9 for Lines 2	Lines 2 Profile Sample	1769.05	 7	2	0.715	8	0.406	Line Profile Sample
Line Profile Sample 10 for Lines 2	Lines 2 Profile Sample	1807.66	 7	2	0.804	9	0.457	Line Profile Sample
Line Profile Sample 11 for Lines 2	Lines 2 Profile Sample	1822.75	 7	2	0.894	10	0.508	Line Profile Sample
Line Profile Sample 12 for Lines 2	Lines 2 Profile Sample	1825.5	 7	2	0.983	11	0.558	Line Profile Sample
Line Profile Sample 13 for Lines 2	Lines 2 Profile Sample	1810.64	 7	2	1.07	12	0.609	Line Profile Sample
Line Profile Sample 14 for Lines 2	Lines 2 Profile Sample	1831.01	 7	2	1.16	13	0.66	Line Profile Sample
Line Profile Sample 15 for Lines 2	Lines 2 Profile Sample	1850.75	 7	2	1.25	14	0.711	Line Profile Sample
Line Profile Sample 16 for Lines 2	Lines 2 Profile Sample	1872.4	 7	2	1.34	15	0.762	Line Profile Sample
Line Profile Sample 17 for Lines 2	Lines 2 Profile Sample	1877.68	 7	2	1.43	16	0.812	Line Profile Sample
Line Profile Sample 18 for Lines 2	Lines 2 Profile Sample	1887.87	 7	2	1.52	17	0.863	Line Profile Sample
Line Profile Sample 19 for Lines 2	Lines 2 Profile Sample	1904.51	 7	2	1.61	18	0.914	Line Profile Sample
Line Profile Sample 20 for Lines 2	Lines 2 Profile Sample	1924.32	 7	2	1.7	19	0.965	Line Profile Sample
Line Profile Sample 21 for Lines 2	Lines 2 Profile Sample	1932	 7	2	1.76	19.7	1	Line Profile Sample
