
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 27	Lines 27 Profile Sample	1477		27	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 27	Lines 27 Profile Sample	1498.93		27	0.0894	1	0.053	Line Profile Sample
Line Profile Sample 3 for Lines 27	Lines 27 Profile Sample	1486.23		27	0.179	2	0.106	Line Profile Sample
Line Profile Sample 4 for Lines 27	Lines 27 Profile Sample	1485.16		27	0.268	3	0.159	Line Profile Sample
Line Profile Sample 5 for Lines 27	Lines 27 Profile Sample	1481.1		27	0.357	4	0.212	Line Profile Sample
Line Profile Sample 6 for Lines 27	Lines 27 Profile Sample	1467.28		27	0.447	5	0.265	Line Profile Sample
Line Profile Sample 7 for Lines 27	Lines 27 Profile Sample	1485.8		27	0.536	6	0.318	Line Profile Sample
Line Profile Sample 8 for Lines 27	Lines 27 Profile Sample	1510.87		27	0.626	7	0.371	Line Profile Sample
Line Profile Sample 9 for Lines 27	Lines 27 Profile Sample	1499.04		27	0.715	8	0.424	Line Profile Sample
Line Profile Sample 10 for Lines 27	Lines 27 Profile Sample	1496.69		27	0.804	9	0.477	Line Profile Sample
Line Profile Sample 11 for Lines 27	Lines 27 Profile Sample	1491.95		27	0.894	10	0.53	Line Profile Sample
Line Profile Sample 12 for Lines 27	Lines 27 Profile Sample	1478.86		27	0.983	11	0.583	Line Profile Sample
Line Profile Sample 13 for Lines 27	Lines 27 Profile Sample	1482.76		27	1.07	12	0.636	Line Profile Sample
Line Profile Sample 14 for Lines 27	Lines 27 Profile Sample	1437.56		27	1.16	13	0.689	Line Profile Sample
Line Profile Sample 15 for Lines 27	Lines 27 Profile Sample	1448.18		27	1.25	14	0.742	Line Profile Sample
Line Profile Sample 16 for Lines 27	Lines 27 Profile Sample	1436.94		27	1.34	15	0.795	Line Profile Sample
Line Profile Sample 17 for Lines 27	Lines 27 Profile Sample	1476.67		27	1.43	16	0.848	Line Profile Sample
Line Profile Sample 18 for Lines 27	Lines 27 Profile Sample	1532.02		27	1.52	17	0.901	Line Profile Sample
Line Profile Sample 19 for Lines 27	Lines 27 Profile Sample	1579.64		27	1.61	18	0.954	Line Profile Sample
Line Profile Sample 20 for Lines 27	Lines 27 Profile Sample	1607		27	1.69	18.87	1	Line Profile Sample
