
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 47	Lines 47 Profile Sample	1369		47	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 47	Lines 47 Profile Sample	1327.9		47	0.0894	1	0.0544	Line Profile Sample
Line Profile Sample 3 for Lines 47	Lines 47 Profile Sample	1286.87		47	0.179	2	0.109	Line Profile Sample
Line Profile Sample 4 for Lines 47	Lines 47 Profile Sample	1278.28		47	0.268	3	0.163	Line Profile Sample
Line Profile Sample 5 for Lines 47	Lines 47 Profile Sample	1274.04		47	0.357	4	0.218	Line Profile Sample
Line Profile Sample 6 for Lines 47	Lines 47 Profile Sample	1266.39		47	0.447	5	0.272	Line Profile Sample
Line Profile Sample 7 for Lines 47	Lines 47 Profile Sample	1268.28		47	0.536	6	0.326	Line Profile Sample
Line Profile Sample 8 for Lines 47	Lines 47 Profile Sample	1307.5		47	0.626	7	0.381	Line Profile Sample
Line Profile Sample 9 for Lines 47	Lines 47 Profile Sample	1313.74		47	0.715	8	0.435	Line Profile Sample
Line Profile Sample 10 for Lines 47	Lines 47 Profile Sample	1312.82		47	0.804	9	0.49	Line Profile Sample
Line Profile Sample 11 for Lines 47	Lines 47 Profile Sample	1297.78		47	0.894	10	0.544	Line Profile Sample
Line Profile Sample 12 for Lines 47	Lines 47 Profile Sample	1284.56		47	0.983	11	0.598	Line Profile Sample
Line Profile Sample 13 for Lines 47	Lines 47 Profile Sample	1311.41		47	1.07	12	0.653	Line Profile Sample
Line Profile Sample 14 for Lines 47	Lines 47 Profile Sample	1345.99		47	1.16	13	0.707	Line Profile Sample
Line Profile Sample 15 for Lines 47	Lines 47 Profile Sample	1385.91		47	1.25	14	0.761	Line Profile Sample
Line Profile Sample 16 for Lines 47	Lines 47 Profile Sample	1447.68		47	1.34	15	0.816	Line Profile Sample
Line Profile Sample 17 for Lines 47	Lines 47 Profile Sample	1509.44		47	1.43	16	0.87	Line Profile Sample
Line Profile Sample 18 for Lines 47	Lines 47 Profile Sample	1542.32		47	1.52	17	0.925	Line Profile Sample
Line Profile Sample 19 for Lines 47	Lines 47 Profile Sample	1588.54		47	1.61	18	0.979	Line Profile Sample
Line Profile Sample 20 for Lines 47	Lines 47 Profile Sample	1589		47	1.64	18.38	1	Line Profile Sample
